id,weight,X1_1,X1_2,X1_3,X1_4,X1_5,X1_6,X1_7,X1_8,X1_9,X1_10,X1_11,X1_12,X1_13,X1_14,X1_15,X1_16,X1_17,X1_18,X1_19,X1_20,X1_21,X1_22,X1_23,X1_24,X1_25,X1_26,X1_27,X1_28,X1_29,X1_30,X1_31,X1_32,X1_33,X1_34,X1_35,X1_36,X1_37,X1_38,X1_39,X1_40,X1_41,X1_42,X1_43,X1_44,X1_45,X1_46,X1_47,X1_48,X1_49,X1_50,att_thresh
201,1,0.323040381,-0.383386574,2.277012941,-3.160081694,-3.277477601,0.968958629,1.703952551,2.043331916,2.65606902,0.220657962,2.235032714,3.482720438,0.368026022,2.719458544,-0.089820945,0.093979023,0.235797831,-0.508863782,-0.387572803,-2.257836146,1.933173657,2.534870078,2.29122226,2.394101408,-0.635346038,-3.85826118,-3.790286164,-3.028180601,-3.523690718,-4.062538493,-3.113284628,-0.632625997,-0.931693856,0.033584398,0.246693707,0.028685348,0.201753152,0.041857177,0.769344907,0.648193235,0.49541211,-0.952761521,-0.024857284,0.535519032,1.35248893,2.131754321,0.63459439,-0.465937907,-1.432481921,0.915699769,-0.08
206,1,-1.652347172,-0.155809802,1.747249936,-1.026064678,-0.978371533,-0.146906503,-0.925085732,-1.033985151,-1.217286598,-1.162714757,-0.430239703,-0.543364392,0.66785089,-0.791231923,1.156685691,0.28135425,-0.171043927,-0.560652031,-0.13912153,-1.129374111,0.938794446,1.671733365,1.454940876,1.451335312,-0.070347785,-2.772212905,-1.672181228,-0.277776265,-1.291521926,-0.921335143,-1.295341514,1.016383641,0.064445663,1.891219347,0.924007306,2.766797478,2.682054929,2.465031027,2.639422581,2.438446578,-3.501463232,-5.420930218,-4.872235163,2.52790773,1.778101545,0.73313895,1.014150409,0.234491644,1.108272927,0.505128399,-1.56
207,1,-1.973721203,-0.355334759,2.315098398,-0.691062665,-0.780391624,0.424053254,1.001418125,0.421191,0.750696028,0.643103584,-0.635068297,-0.234448144,1.029801792,-0.563668267,-1.702131138,0.230106797,-0.023336967,-0.101878328,0.027669817,-0.349802881,2.1796142,2.571851851,2.713940725,2.536959518,0.669772415,-3.685970935,-2.655202953,-0.201370227,-0.489908873,-0.774279683,-0.64204138,-1.926763766,-2.182065058,-0.226886593,-0.31127072,-0.885856799,-1.096568578,-0.851605279,-0.714057526,-0.852030808,0.099514242,-1.402613313,-0.432481979,-0.195639506,2.752790085,2.361133161,2.070012014,1.323977195,-0.554916493,1.369670539,-3.27
209,1,-0.776439951,1.397517359,0.812004339,-2.90559381,-2.892969705,-0.238147486,1.581591038,0.502596231,1.585024559,1.403743939,1.067300023,2.49233801,-0.860658518,2.078260279,-1.64096789,1.349164904,0.897779796,0.201272988,0.907810772,-1.245411666,1.369529909,2.372391091,3.189815409,2.734301151,0.623554598,-4.064504186,-3.026966999,-2.700565764,-3.65841934,-3.065448207,-2.952247913,-2.934077128,-3.612935054,-1.372622952,-1.164193183,-1.784453637,-1.292212983,-1.03562836,-1.245044798,-1.405361408,0.293716787,-1.321369432,-0.002935402,-0.010245074,4.604055575,5.222914575,4.343184711,3.214408655,-0.413798255,3.3789424,1.12
214,1,-0.324777495,-1.810261935,0.600437157,-0.026190457,-0.388324125,-0.840719923,-0.390463713,-0.665274099,-0.806764147,-1.110047895,1.723524255,2.047822099,1.05843894,1.30908167,0.81525176,-1.614803845,-1.387819365,-1.826087055,-2.388935025,0.372842207,0.184730339,0.459616312,0.032837015,0.769278376,-0.305499283,-2.524272532,-1.795178942,0.563202838,0.254472472,0.171044256,0.182133314,-0.174983194,-0.125752639,0.657193035,0.658132373,2.437857764,2.469610804,2.14881965,3.07037542,2.37355921,-2.100345997,-3.521185992,-2.956880422,1.788113299,0.514057493,-0.037370282,0.553804051,0.594939653,0.128726971,-0.817964369,-2.02
216,1,-0.556324815,2.417146242,2.19974337,-2.79191021,-2.758481795,1.712021588,1.875859694,2.388378198,2.559418686,1.185015796,-0.165074916,-0.229876753,0.604918623,0.009625602,-0.895903424,2.737598226,2.930480268,3.053756681,2.962286585,-1.654049964,2.311254884,2.192685416,2.797180653,2.523462671,1.00514976,-3.439204056,-3.173655091,-2.414373285,-2.30401827,-2.7735599,-2.484970411,-3.223565651,-2.72794189,-0.577626717,-0.5055207,-0.719612898,-0.621677877,-0.342173884,-0.356195262,-0.431645454,0.837596622,0.798220874,0.695319482,-0.55231566,0.335957587,0.777623932,-0.615001782,-2.171872613,-3.235058993,0.810910831,-2.09
221,1,-2.0829768,-0.214771941,0.824010354,1.01740572,1.258910973,0.404571109,0.801235266,0.048372283,-0.024271127,0.843802286,-2.057604898,-2.046590469,0.567827075,-1.912426356,-2.30355191,-0.126378884,-0.215878651,0.538306149,-0.056302073,1.426444595,0.786610261,0.850137095,1.162592293,0.782124668,1.411941553,-0.936108754,-0.069454376,1.564624038,1.385258799,1.368237594,1.166169516,-1.442118517,-1.980459776,-0.080850299,-0.188701988,-2.103193354,-2.064515459,-2.064509873,-1.979950218,-2.093252165,-0.303385946,-1.347340213,-0.874963957,-1.202472074,2.276834793,1.79491596,2.647518541,2.235549145,1.148784151,1.459845862,-9.27
230,1,1.715964681,1.08755748,0.545226251,-4.4638348,-4.461769231,-0.300037267,0.085102869,0.496074572,0.964399429,-0.75395568,4.439742375,4.721802713,-0.285143223,4.109792275,3.08154982,0.946083449,0.938855742,-0.215920882,0.249067705,-3.655229351,0.422211773,1.130356273,1.161088542,1.366535953,-1.493620664,-3.327383391,-3.107415774,-4.256034673,-4.955186064,-4.777320815,-4.4070167,0.422434416,0.521718134,0.765322898,0.867217369,3.946491425,4.676564013,3.91183145,4.5660335,4.130102288,-1.629423552,-2.612702615,-2.239063271,2.967178078,-0.460131427,-0.163216521,-1.755482508,-2.379332254,-1.870930766,-0.666154043,5.52
231,1,-0.67982657,3.582265821,2.18035202,-5.2420836,-4.164294498,1.237844622,1.130099476,2.386330482,2.471552145,0.799339255,0.842887493,0.519721772,0.408995755,0.906973654,0.395048794,3.818212088,3.976553813,3.385811546,3.966403788,-2.673712761,2.484385539,2.47985744,3.49364092,3.232588391,1.007317074,-5.3968336,-4.796543136,-4.76843565,-4.933358688,-5.05600185,-4.752892438,-5.12134693,-4.746904549,-1.780519842,-1.821735565,1.357921731,1.520676433,1.760903505,1.842916583,1.843795212,1.505376753,1.384000093,1.118085658,1.412628297,0.982934638,1.811620055,-0.502496603,-2.447168576,-3.77636268,1.413476688,-0.93
232,1,-0.278966791,-0.286351784,-0.590166873,0.526619066,0.273171687,0.259366869,0.97849861,-0.00631475,-0.369235755,0.781749618,-0.036754043,-0.790405818,0.489873292,-0.529219971,-0.143105314,-0.395809545,-0.365903146,0.396035656,-0.263498986,-0.119550687,-0.406613227,-0.567114047,-0.449616392,-0.577791829,0.364231993,0.854971024,1.064205257,0.587881927,0.828812906,0.674704366,0.748666389,-0.114097337,-0.051993449,0.391070172,0.368085473,0.280043495,0.566098844,0.056482168,0.550164207,0.024938066,-0.985872781,-1.053330125,-1.228571784,-0.238436492,-0.372662439,-0.768987244,-0.427394287,-0.11362678,0.995281581,-0.52956099,-8.39
235,1,0.223084595,-0.740694421,-0.21537657,0.516551739,-0.425817859,-0.740266201,-0.257134461,-0.685973315,-0.808439175,-0.421041273,0.486691403,1.035247923,0.145154937,0.67994428,-0.040041024,-0.87127013,-0.665160385,-0.319108891,-1.298524267,0.352819679,-0.239602983,-0.257639578,-0.270797374,-0.10182402,-0.090804895,-0.383387891,-0.18858419,0.884102884,0.86335401,0.629320851,0.532619776,0.540044611,0.77430265,0.858923471,0.913393377,0.219616302,0.297172958,0.014656131,0.77819925,0.449898729,0.360285353,-0.520699775,-0.168617413,-0.099497121,0.075734061,-0.716101146,-0.192436286,0.121368663,-0.419087814,-0.614559178,-8.52
237,1,-0.057968599,0.110447019,-0.403121261,0.772772875,0.745164614,-1.576427011,-1.06491749,-1.046070808,-1.112746224,-0.787553414,0.905069067,1.279345741,0.178117448,0.98221329,-0.46856017,-0.444833304,-0.197261849,-0.276971908,-1.098987171,1.90285961,0.053261787,-0.06514655,0.182854356,0.519568331,0.465071005,-1.737266512,-0.981357213,1.543557148,1.604810005,1.801824872,1.14631772,-1.546985353,-1.374917191,-0.541322103,-0.222081714,0.449475095,0.79020426,0.388247808,1.115140811,0.462738604,-0.584244048,-1.363753808,-0.955943245,0.10262741,0.375106643,-0.494442749,0.560168044,1.117033076,-0.452550658,-0.698566283,-1.97
241,1,-2.246288297,1.981912233,1.908607764,-2.987800704,-0.449063926,0.057334877,0.595832508,0.705785651,1.104296204,1.249274466,-0.088110904,-0.321361742,0.745705981,0.028957526,-1.126771956,2.041437441,1.515140244,0.91968487,1.95873217,-0.247808065,2.60830472,3.162915171,4.141559013,3.270321823,1.04357937,-4.651272538,-3.366271973,-2.654188065,-2.748402561,-2.442142508,-2.460486111,-5.251909925,-6.293750738,-2.610147515,-2.780131324,-0.013268705,0.274663643,0.227441393,0.127130054,0.22493993,0.081510793,-1.144397509,-0.537437378,0.648520736,3.388130538,3.322827989,2.459246435,1.747996861,0.914769843,1.964452198,-2.65
244,1,-1.268126023,-0.752173871,1.724000833,-0.822337425,-0.4711183,-0.576113395,-0.602636027,-0.625732233,-0.778972881,-0.281145248,0.335748895,0.098870708,1.264861738,0.047009791,0.675216273,-0.164488335,-0.576773047,-0.581993825,-0.791474475,-0.283394461,1.400335644,1.59874338,1.603059455,1.527988311,-0.367057676,-2.599374357,-1.899613511,-0.460197284,-0.123162757,-0.711799867,-0.600352067,-0.583627306,-0.727600107,0.26926543,0.033316902,1.33517809,1.103928157,0.974395965,1.563445907,1.460755246,1.224573156,-0.025961653,0.354206719,0.685268993,0.435447197,-0.48745461,-0.721733744,-0.750375694,-0.451278902,-0.629547709,-3.5
251,1,-0.718237062,-0.683399051,0.067518332,0.083124911,0.65067255,-0.115106226,1.247747086,0.552408207,0.75343368,0.876578586,0.638857594,1.064430994,0.847347793,0.821751165,-1.528840606,-0.907017804,-0.64636236,-0.694436297,-1.050135357,1.039716118,0.451677575,0.656798023,0.905479377,0.963108905,0.90137791,-2.123224289,-1.236192351,0.352571697,0.280444755,0.555717005,0.455704708,-2.654276157,-3.127435963,-1.314179072,-1.093696642,-0.174969908,-0.084517289,-0.310852224,0.18783479,-0.561776973,-1.778085154,-2.774297692,-2.145978054,0.029332182,2.046286261,2.132895064,2.613406208,2.571070481,1.241111186,0.734613389,1.24
254,1,-2.459354546,-0.39548931,0.890425469,1.409178804,2.820837009,-0.754402139,-1.001577084,-1.0736628,-1.194797071,-0.734833871,-1.091452938,-1.119924976,0.983745976,-1.149005663,-0.975648929,-0.661946118,-0.701240151,-0.961420201,-0.941081859,2.702316458,0.797637662,1.138519464,1.25593621,1.010442458,1.00598598,-2.000405248,-0.472818937,2.390622721,1.853586241,2.44041632,1.669404764,-1.589859426,-2.784260884,-0.258500996,-0.692619373,0.63415306,0.728639309,0.345657537,0.696942943,0.18249858,-3.946275625,-5.42601805,-4.892136175,0.62844271,2.341576526,0.970015616,2.3225285,2.824869898,3.073515657,0.160836499,-4
257,1,0.284648396,-0.201512868,0.373809005,-0.973920062,-1.33953041,1.25093715,1.476378232,0.991506768,0.850031318,0.779485467,0.451401896,0.234792135,0.016232172,0.261236818,-0.084799665,0.072564293,-0.035603355,0.51894878,-0.010592388,-1.537062863,0.140242329,0.248931757,0.197633095,0.049871958,-0.0927652,-0.103563949,-0.141409037,-0.99073476,-1.196999841,-1.634128275,-0.984740295,0.856468325,0.790715983,1.196665609,1.138777017,-0.40680624,-0.130105798,-0.420499217,-0.176330061,-0.267747478,-0.142355304,-0.466296197,-0.394163629,-0.293862871,0.161282524,0.320649978,-0.191608014,-0.749923268,-0.05358317,0.357433206,-2.46
258,1,-0.921179645,1.911320505,0.56671781,-3.778796863,-2.838494289,0.496328679,0.974497967,1.301284476,1.391656994,0.522750909,-0.110267852,0.780424189,-1.029851719,0.94710936,-0.756090473,1.965302375,2.060062502,1.695066158,1.913351908,-0.866426917,0.745971832,1.334498791,1.939879955,1.902455494,1.000392934,-3.125500279,-2.858818819,-3.406184913,-4.321349675,-4.087279138,-3.361782676,-3.862362756,-4.358624425,-1.788286751,-1.907318983,-1.380394681,-1.09866697,-0.747210352,-0.677613946,-0.351907077,2.555802367,1.369836727,1.783848805,0.857569215,3.68474615,4.63688775,3.777146087,1.970249396,-0.429311827,3.978561688,0.06
259,1,-2.04955419,1.224055088,1.497751142,-1.06913485,-1.203572394,1.895301852,2.241271132,1.82419536,2.092538556,1.171435039,-2.242127995,-1.173470974,-0.282874649,-1.145102573,-3.037831915,1.41590787,1.806585713,1.778355413,1.835611421,0.359939713,1.235660535,1.805880826,2.131524128,2.113862875,2.298195456,-2.849459833,-2.005439057,-0.414515136,-1.63242716,-1.262852162,-1.00894595,-3.185083715,-3.925826583,-0.788833739,-0.947577352,-3.186772651,-3.092157168,-2.486431429,-2.853747689,-2.861017936,-1.196606819,-2.473416528,-1.73198526,-0.754956383,4.375366413,5.213079238,5.106367363,3.154715759,0.161064326,4.123056875,3.7
