"Preference Share","1 Item","2 Item","3 Item"
0.184419267516713,"X12","X18","X31"
0.184419267516713,"X12","X18","X32"
0.184419267516713,"X12","X18","X33"
0.184419267516713,"X12","X18","X34"
0.184419267516713,"X12","X18","X35"
0.184419267516713,"X12","X18","X36"
0.184419267516713,"X12","X18","X37"
0.184419267516713,"X12","X18","X38"
0.184419267516713,"X12","X18","X40"
0.181037985925607,"X1","X2","X3"
0.181037985925607,"X1","X3","X4"
0.181037985925607,"X1","X3","X6"
0.181037985925607,"X1","X3","X7"
0.181037985925607,"X1","X3","X8"
0.181037985925607,"X1","X3","X10"
0.181037985925607,"X1","X3","X11"
0.181037985925607,"X1","X3","X14"
0.181037985925607,"X1","X3","X15"
0.181037985925607,"X1","X3","X16"
0.181037985925607,"X1","X3","X17"
0.181037985925607,"X1","X3","X19"
0.181037985925607,"X1","X3","X21"
0.181037985925607,"X1","X3","X22"
0.181037985925607,"X1","X3","X24"
0.181037985925607,"X1","X3","X25"
0.181037985925607,"X1","X3","X26"
0.181037985925607,"X1","X3","X27"
0.181037985925607,"X1","X3","X28"
0.181037985925607,"X1","X3","X30"
0.181037985925607,"X1","X3","X31"
0.181037985925607,"X1","X3","X32"
0.181037985925607,"X1","X3","X33"
0.181037985925607,"X1","X3","X34"
0.181037985925607,"X1","X3","X35"
0.181037985925607,"X1","X3","X36"
0.181037985925607,"X1","X3","X37"
0.181037985925607,"X1","X3","X38"
0.181037985925607,"X1","X3","X40"
0.181037985925607,"X2","X3","X4"
0.181037985925607,"X2","X3","X6"
0.181037985925607,"X2","X3","X7"
0.181037985925607,"X2","X3","X8"
0.181037985925607,"X2","X3","X10"
0.181037985925607,"X2","X3","X11"
0.181037985925607,"X2","X3","X14"
0.181037985925607,"X2","X3","X15"
0.181037985925607,"X2","X3","X16"
0.181037985925607,"X2","X3","X17"
0.181037985925607,"X2","X3","X19"
0.181037985925607,"X2","X3","X21"
0.181037985925607,"X2","X3","X22"
0.181037985925607,"X2","X3","X24"
0.181037985925607,"X2","X3","X25"
0.181037985925607,"X2","X3","X26"
0.181037985925607,"X2","X3","X27"
0.181037985925607,"X2","X3","X28"
0.181037985925607,"X2","X3","X30"
0.181037985925607,"X2","X3","X31"
0.181037985925607,"X2","X3","X32"
0.181037985925607,"X2","X3","X33"
0.181037985925607,"X2","X3","X34"
0.181037985925607,"X2","X3","X35"
0.181037985925607,"X2","X3","X36"
0.181037985925607,"X2","X3","X37"
0.181037985925607,"X2","X3","X38"
0.181037985925607,"X2","X3","X40"
0.181037985925607,"X3","X4","X6"
0.181037985925607,"X3","X4","X7"
0.181037985925607,"X3","X4","X8"
0.181037985925607,"X3","X4","X10"
0.181037985925607,"X3","X4","X11"
0.181037985925607,"X3","X4","X14"
0.181037985925607,"X3","X4","X15"
0.181037985925607,"X3","X4","X16"
0.181037985925607,"X3","X4","X17"
0.181037985925607,"X3","X4","X19"
0.181037985925607,"X3","X4","X21"
0.181037985925607,"X3","X4","X22"
0.181037985925607,"X3","X4","X24"
0.181037985925607,"X3","X4","X25"
0.181037985925607,"X3","X4","X26"
0.181037985925607,"X3","X4","X27"
0.181037985925607,"X3","X4","X28"
0.181037985925607,"X3","X4","X30"
0.181037985925607,"X3","X4","X31"
0.181037985925607,"X3","X4","X32"
0.181037985925607,"X3","X4","X33"
0.181037985925607,"X3","X4","X34"
0.181037985925607,"X3","X4","X35"
0.181037985925607,"X3","X4","X36"
0.181037985925607,"X3","X4","X37"
0.181037985925607,"X3","X4","X38"
0.181037985925607,"X3","X4","X40"
0.181037985925607,"X3","X6","X7"
0.181037985925607,"X3","X6","X8"
0.181037985925607,"X3","X6","X10"
0.181037985925607,"X3","X6","X11"
0.181037985925607,"X3","X6","X14"
0.181037985925607,"X3","X6","X15"
0.181037985925607,"X3","X6","X16"
0.181037985925607,"X3","X6","X17"
0.181037985925607,"X3","X6","X19"
0.181037985925607,"X3","X6","X21"
0.181037985925607,"X3","X6","X22"
0.181037985925607,"X3","X6","X24"
0.181037985925607,"X3","X6","X25"
0.181037985925607,"X3","X6","X26"
0.181037985925607,"X3","X6","X27"
0.181037985925607,"X3","X6","X28"
0.181037985925607,"X3","X6","X30"
0.181037985925607,"X3","X6","X31"
0.181037985925607,"X3","X6","X32"
0.181037985925607,"X3","X6","X33"
0.181037985925607,"X3","X6","X34"
0.181037985925607,"X3","X6","X35"
0.181037985925607,"X3","X6","X36"
0.181037985925607,"X3","X6","X37"
0.181037985925607,"X3","X6","X38"
0.181037985925607,"X3","X6","X40"
0.181037985925607,"X3","X7","X8"
0.181037985925607,"X3","X7","X10"
0.181037985925607,"X3","X7","X11"
0.181037985925607,"X3","X7","X14"
0.181037985925607,"X3","X7","X15"
0.181037985925607,"X3","X7","X16"
0.181037985925607,"X3","X7","X17"
0.181037985925607,"X3","X7","X19"
0.181037985925607,"X3","X7","X21"
0.181037985925607,"X3","X7","X22"
0.181037985925607,"X3","X7","X24"
0.181037985925607,"X3","X7","X25"
0.181037985925607,"X3","X7","X26"
0.181037985925607,"X3","X7","X27"
0.181037985925607,"X3","X7","X28"
0.181037985925607,"X3","X7","X30"
0.181037985925607,"X3","X7","X31"
0.181037985925607,"X3","X7","X32"
0.181037985925607,"X3","X7","X33"
0.181037985925607,"X3","X7","X34"
0.181037985925607,"X3","X7","X35"
0.181037985925607,"X3","X7","X36"
0.181037985925607,"X3","X7","X37"
0.181037985925607,"X3","X7","X38"
0.181037985925607,"X3","X7","X40"
0.181037985925607,"X3","X8","X10"
0.181037985925607,"X3","X8","X11"
0.181037985925607,"X3","X8","X14"
0.181037985925607,"X3","X8","X15"
0.181037985925607,"X3","X8","X16"
0.181037985925607,"X3","X8","X17"
0.181037985925607,"X3","X8","X19"
0.181037985925607,"X3","X8","X21"
0.181037985925607,"X3","X8","X22"
0.181037985925607,"X3","X8","X24"
0.181037985925607,"X3","X8","X25"
0.181037985925607,"X3","X8","X26"
0.181037985925607,"X3","X8","X27"
0.181037985925607,"X3","X8","X28"
0.181037985925607,"X3","X8","X30"
0.181037985925607,"X3","X8","X31"
0.181037985925607,"X3","X8","X32"
0.181037985925607,"X3","X8","X33"
0.181037985925607,"X3","X8","X34"
0.181037985925607,"X3","X8","X35"
0.181037985925607,"X3","X8","X36"
0.181037985925607,"X3","X8","X37"
0.181037985925607,"X3","X8","X38"
0.181037985925607,"X3","X8","X40"
0.181037985925607,"X3","X10","X11"
0.181037985925607,"X3","X10","X14"
0.181037985925607,"X3","X10","X15"
0.181037985925607,"X3","X10","X16"
0.181037985925607,"X3","X10","X17"
0.181037985925607,"X3","X10","X19"
0.181037985925607,"X3","X10","X21"
0.181037985925607,"X3","X10","X22"
0.181037985925607,"X3","X10","X24"
0.181037985925607,"X3","X10","X25"
0.181037985925607,"X3","X10","X26"
0.181037985925607,"X3","X10","X27"
0.181037985925607,"X3","X10","X28"
0.181037985925607,"X3","X10","X30"
0.181037985925607,"X3","X10","X31"
0.181037985925607,"X3","X10","X32"
0.181037985925607,"X3","X10","X33"
0.181037985925607,"X3","X10","X34"
0.181037985925607,"X3","X10","X35"
0.181037985925607,"X3","X10","X36"
0.181037985925607,"X3","X10","X37"
0.181037985925607,"X3","X10","X38"
0.181037985925607,"X3","X10","X40"
0.181037985925607,"X3","X11","X14"
0.181037985925607,"X3","X11","X15"
0.181037985925607,"X3","X11","X16"
0.181037985925607,"X3","X11","X17"
0.181037985925607,"X3","X11","X19"
0.181037985925607,"X3","X11","X21"
0.181037985925607,"X3","X11","X22"
0.181037985925607,"X3","X11","X24"
0.181037985925607,"X3","X11","X25"
0.181037985925607,"X3","X11","X26"
0.181037985925607,"X3","X11","X27"
0.181037985925607,"X3","X11","X28"
0.181037985925607,"X3","X11","X30"
0.181037985925607,"X3","X11","X31"
0.181037985925607,"X3","X11","X32"
0.181037985925607,"X3","X11","X33"
0.181037985925607,"X3","X11","X34"
0.181037985925607,"X3","X11","X35"
0.181037985925607,"X3","X11","X36"
0.181037985925607,"X3","X11","X37"
0.181037985925607,"X3","X11","X38"
0.181037985925607,"X3","X11","X40"
0.181037985925607,"X3","X14","X15"
0.181037985925607,"X3","X14","X16"
0.181037985925607,"X3","X14","X17"
0.181037985925607,"X3","X14","X19"
0.181037985925607,"X3","X14","X21"
0.181037985925607,"X3","X14","X22"
0.181037985925607,"X3","X14","X24"
0.181037985925607,"X3","X14","X25"
0.181037985925607,"X3","X14","X26"
0.181037985925607,"X3","X14","X27"
0.181037985925607,"X3","X14","X28"
0.181037985925607,"X3","X14","X30"
0.181037985925607,"X3","X14","X31"
0.181037985925607,"X3","X14","X32"
0.181037985925607,"X3","X14","X33"
0.181037985925607,"X3","X14","X34"
0.181037985925607,"X3","X14","X35"
0.181037985925607,"X3","X14","X36"
0.181037985925607,"X3","X14","X37"
0.181037985925607,"X3","X14","X38"
0.181037985925607,"X3","X14","X40"
0.181037985925607,"X3","X15","X16"
0.181037985925607,"X3","X15","X17"
0.181037985925607,"X3","X15","X19"
0.181037985925607,"X3","X15","X21"
0.181037985925607,"X3","X15","X22"
0.181037985925607,"X3","X15","X24"
0.181037985925607,"X3","X15","X25"
0.181037985925607,"X3","X15","X26"
0.181037985925607,"X3","X15","X27"
0.181037985925607,"X3","X15","X28"
0.181037985925607,"X3","X15","X30"
0.181037985925607,"X3","X15","X31"
0.181037985925607,"X3","X15","X32"
0.181037985925607,"X3","X15","X33"
0.181037985925607,"X3","X15","X34"
0.181037985925607,"X3","X15","X35"
0.181037985925607,"X3","X15","X36"
0.181037985925607,"X3","X15","X37"
0.181037985925607,"X3","X15","X38"
0.181037985925607,"X3","X15","X40"
0.181037985925607,"X3","X16","X17"
0.181037985925607,"X3","X16","X19"
0.181037985925607,"X3","X16","X21"
0.181037985925607,"X3","X16","X22"
0.181037985925607,"X3","X16","X24"
0.181037985925607,"X3","X16","X25"
0.181037985925607,"X3","X16","X26"
0.181037985925607,"X3","X16","X27"
0.181037985925607,"X3","X16","X28"
0.181037985925607,"X3","X16","X30"
0.181037985925607,"X3","X16","X31"
0.181037985925607,"X3","X16","X32"
0.181037985925607,"X3","X16","X33"
0.181037985925607,"X3","X16","X34"
0.181037985925607,"X3","X16","X35"
0.181037985925607,"X3","X16","X36"
0.181037985925607,"X3","X16","X37"
0.181037985925607,"X3","X16","X38"
0.181037985925607,"X3","X16","X40"
0.181037985925607,"X3","X17","X19"
0.181037985925607,"X3","X17","X21"
0.181037985925607,"X3","X17","X22"
0.181037985925607,"X3","X17","X24"
0.181037985925607,"X3","X17","X25"
0.181037985925607,"X3","X17","X26"
0.181037985925607,"X3","X17","X27"
0.181037985925607,"X3","X17","X28"
0.181037985925607,"X3","X17","X30"
0.181037985925607,"X3","X17","X31"
0.181037985925607,"X3","X17","X32"
0.181037985925607,"X3","X17","X33"
0.181037985925607,"X3","X17","X34"
0.181037985925607,"X3","X17","X35"
0.181037985925607,"X3","X17","X36"
0.181037985925607,"X3","X17","X37"
0.181037985925607,"X3","X17","X38"
0.181037985925607,"X3","X17","X40"
0.181037985925607,"X3","X19","X21"
0.181037985925607,"X3","X19","X22"
0.181037985925607,"X3","X19","X24"
0.181037985925607,"X3","X19","X25"
0.181037985925607,"X3","X19","X26"
0.181037985925607,"X3","X19","X27"
0.181037985925607,"X3","X19","X28"
0.181037985925607,"X3","X19","X30"
0.181037985925607,"X3","X19","X31"
0.181037985925607,"X3","X19","X32"
0.181037985925607,"X3","X19","X33"
0.181037985925607,"X3","X19","X34"
0.181037985925607,"X3","X19","X35"
0.181037985925607,"X3","X19","X36"
0.181037985925607,"X3","X19","X37"
0.181037985925607,"X3","X19","X38"
0.181037985925607,"X3","X19","X40"
0.181037985925607,"X3","X21","X22"
0.181037985925607,"X3","X21","X24"
0.181037985925607,"X3","X21","X25"
0.181037985925607,"X3","X21","X26"
0.181037985925607,"X3","X21","X27"
0.181037985925607,"X3","X21","X28"
0.181037985925607,"X3","X21","X30"
0.181037985925607,"X3","X21","X31"
0.181037985925607,"X3","X21","X32"
0.181037985925607,"X3","X21","X33"
0.181037985925607,"X3","X21","X34"
0.181037985925607,"X3","X21","X35"
0.181037985925607,"X3","X21","X36"
0.181037985925607,"X3","X21","X37"
0.181037985925607,"X3","X21","X38"
0.181037985925607,"X3","X21","X40"
0.181037985925607,"X3","X22","X24"
0.181037985925607,"X3","X22","X25"
0.181037985925607,"X3","X22","X26"
0.181037985925607,"X3","X22","X27"
0.181037985925607,"X3","X22","X28"
0.181037985925607,"X3","X22","X30"
0.181037985925607,"X3","X22","X31"
0.181037985925607,"X3","X22","X32"
0.181037985925607,"X3","X22","X33"
0.181037985925607,"X3","X22","X34"
0.181037985925607,"X3","X22","X35"
0.181037985925607,"X3","X22","X36"
0.181037985925607,"X3","X22","X37"
0.181037985925607,"X3","X22","X38"
0.181037985925607,"X3","X22","X40"
0.181037985925607,"X3","X24","X25"
0.181037985925607,"X3","X24","X26"
0.181037985925607,"X3","X24","X27"
0.181037985925607,"X3","X24","X28"
0.181037985925607,"X3","X24","X30"
0.181037985925607,"X3","X24","X31"
0.181037985925607,"X3","X24","X32"
0.181037985925607,"X3","X24","X33"
0.181037985925607,"X3","X24","X34"
0.181037985925607,"X3","X24","X35"
0.181037985925607,"X3","X24","X36"
0.181037985925607,"X3","X24","X37"
0.181037985925607,"X3","X24","X38"
0.181037985925607,"X3","X24","X40"
0.181037985925607,"X3","X25","X26"
0.181037985925607,"X3","X25","X27"
0.181037985925607,"X3","X25","X28"
0.181037985925607,"X3","X25","X30"
0.181037985925607,"X3","X25","X31"
0.181037985925607,"X3","X25","X32"
0.181037985925607,"X3","X25","X33"
0.181037985925607,"X3","X25","X34"
0.181037985925607,"X3","X25","X35"
0.181037985925607,"X3","X25","X36"
0.181037985925607,"X3","X25","X37"
0.181037985925607,"X3","X25","X38"
0.181037985925607,"X3","X25","X40"
0.181037985925607,"X3","X26","X27"
0.181037985925607,"X3","X26","X28"
0.181037985925607,"X3","X26","X30"
0.181037985925607,"X3","X26","X31"
0.181037985925607,"X3","X26","X32"
0.181037985925607,"X3","X26","X33"
0.181037985925607,"X3","X26","X34"
0.181037985925607,"X3","X26","X35"
0.181037985925607,"X3","X26","X36"
0.181037985925607,"X3","X26","X37"
0.181037985925607,"X3","X26","X38"
0.181037985925607,"X3","X26","X40"
0.181037985925607,"X3","X27","X28"
0.181037985925607,"X3","X27","X30"
0.181037985925607,"X3","X27","X31"
0.181037985925607,"X3","X27","X32"
0.181037985925607,"X3","X27","X33"
0.181037985925607,"X3","X27","X34"
0.181037985925607,"X3","X27","X35"
0.181037985925607,"X3","X27","X36"
0.181037985925607,"X3","X27","X37"
0.181037985925607,"X3","X27","X38"
0.181037985925607,"X3","X27","X40"
0.181037985925607,"X3","X28","X30"
0.181037985925607,"X3","X28","X31"
0.181037985925607,"X3","X28","X32"
0.181037985925607,"X3","X28","X33"
0.181037985925607,"X3","X28","X34"
0.181037985925607,"X3","X28","X35"
0.181037985925607,"X3","X28","X36"
0.181037985925607,"X3","X28","X37"
0.181037985925607,"X3","X28","X38"
0.181037985925607,"X3","X28","X40"
0.181037985925607,"X3","X30","X31"
0.181037985925607,"X3","X30","X32"
0.181037985925607,"X3","X30","X33"
0.181037985925607,"X3","X30","X34"
0.181037985925607,"X3","X30","X35"
0.181037985925607,"X3","X30","X36"
0.181037985925607,"X3","X30","X37"
0.181037985925607,"X3","X30","X38"
0.181037985925607,"X3","X30","X40"
0.181037985925607,"X3","X31","X32"
0.181037985925607,"X3","X31","X33"
0.181037985925607,"X3","X31","X34"
0.181037985925607,"X3","X31","X35"
0.181037985925607,"X3","X31","X36"
0.181037985925607,"X3","X31","X37"
0.181037985925607,"X3","X31","X38"
0.181037985925607,"X3","X31","X40"
0.181037985925607,"X3","X32","X33"
0.181037985925607,"X3","X32","X34"
0.181037985925607,"X3","X32","X35"
0.181037985925607,"X3","X32","X36"
0.181037985925607,"X3","X32","X37"
0.181037985925607,"X3","X32","X38"
0.181037985925607,"X3","X32","X40"
0.181037985925607,"X3","X33","X34"
0.181037985925607,"X3","X33","X35"
0.181037985925607,"X3","X33","X36"
0.181037985925607,"X3","X33","X37"
0.181037985925607,"X3","X33","X38"
0.181037985925607,"X3","X33","X40"
0.181037985925607,"X3","X34","X35"
0.181037985925607,"X3","X34","X36"
0.181037985925607,"X3","X34","X37"
0.181037985925607,"X3","X34","X38"
0.181037985925607,"X3","X34","X40"
0.181037985925607,"X3","X35","X36"
0.181037985925607,"X3","X35","X37"
0.181037985925607,"X3","X35","X38"
0.181037985925607,"X3","X35","X40"
0.181037985925607,"X3","X36","X37"
0.181037985925607,"X3","X36","X38"
0.181037985925607,"X3","X36","X40"
0.181037985925607,"X3","X37","X38"
0.181037985925607,"X3","X37","X40"
0.181037985925607,"X3","X38","X40"
0.16219796589754,"X1","X2","X39"
0.16219796589754,"X1","X4","X39"
0.16219796589754,"X1","X6","X39"
0.16219796589754,"X1","X7","X39"
0.16219796589754,"X1","X8","X39"
0.16219796589754,"X1","X10","X39"
0.16219796589754,"X1","X11","X39"
0.16219796589754,"X1","X14","X39"
0.16219796589754,"X1","X15","X39"
0.16219796589754,"X1","X16","X39"
0.16219796589754,"X1","X17","X39"
0.16219796589754,"X1","X19","X39"
0.16219796589754,"X1","X21","X39"
0.16219796589754,"X1","X22","X39"
0.16219796589754,"X1","X24","X39"
0.16219796589754,"X1","X25","X39"
0.16219796589754,"X1","X26","X39"
0.16219796589754,"X1","X27","X39"
0.16219796589754,"X1","X28","X39"
0.16219796589754,"X1","X30","X39"
0.16219796589754,"X1","X31","X39"
0.16219796589754,"X1","X32","X39"
0.16219796589754,"X1","X33","X39"
0.16219796589754,"X1","X34","X39"
0.16219796589754,"X1","X35","X39"
0.16219796589754,"X1","X36","X39"
0.16219796589754,"X1","X37","X39"
0.16219796589754,"X1","X38","X39"
0.16219796589754,"X1","X39","X40"
0.16219796589754,"X2","X4","X39"
0.16219796589754,"X2","X6","X39"
0.16219796589754,"X2","X7","X39"
0.16219796589754,"X2","X8","X39"
0.16219796589754,"X2","X10","X39"
0.16219796589754,"X2","X11","X39"
0.16219796589754,"X2","X14","X39"
0.16219796589754,"X2","X15","X39"
0.16219796589754,"X2","X16","X39"
0.16219796589754,"X2","X17","X39"
0.16219796589754,"X2","X19","X39"
0.16219796589754,"X2","X21","X39"
0.16219796589754,"X2","X22","X39"
0.16219796589754,"X2","X24","X39"
0.16219796589754,"X2","X25","X39"
0.16219796589754,"X2","X26","X39"
0.16219796589754,"X2","X27","X39"
0.16219796589754,"X2","X28","X39"
0.16219796589754,"X2","X30","X39"
0.16219796589754,"X2","X31","X39"
0.16219796589754,"X2","X32","X39"
0.16219796589754,"X2","X33","X39"
0.16219796589754,"X2","X34","X39"
0.16219796589754,"X2","X35","X39"
0.16219796589754,"X2","X36","X39"
0.16219796589754,"X2","X37","X39"
0.16219796589754,"X2","X38","X39"
0.16219796589754,"X2","X39","X40"
0.16219796589754,"X4","X6","X39"
0.16219796589754,"X4","X7","X39"
0.16219796589754,"X4","X8","X39"
0.16219796589754,"X4","X10","X39"
0.16219796589754,"X4","X11","X39"
0.16219796589754,"X4","X14","X39"
0.16219796589754,"X4","X15","X39"
0.16219796589754,"X4","X16","X39"
0.16219796589754,"X4","X17","X39"
0.16219796589754,"X4","X19","X39"
0.16219796589754,"X4","X21","X39"
0.16219796589754,"X4","X22","X39"
0.16219796589754,"X4","X24","X39"
0.16219796589754,"X4","X25","X39"
0.16219796589754,"X4","X26","X39"
0.16219796589754,"X4","X27","X39"
0.16219796589754,"X4","X28","X39"
0.16219796589754,"X4","X30","X39"
0.16219796589754,"X4","X31","X39"
0.16219796589754,"X4","X32","X39"
0.16219796589754,"X4","X33","X39"
0.16219796589754,"X4","X34","X39"
0.16219796589754,"X4","X35","X39"
0.16219796589754,"X4","X36","X39"
0.16219796589754,"X4","X37","X39"
0.16219796589754,"X4","X38","X39"
0.16219796589754,"X4","X39","X40"
0.16219796589754,"X6","X7","X39"
0.16219796589754,"X6","X8","X39"
0.16219796589754,"X6","X10","X39"
0.16219796589754,"X6","X11","X39"
0.16219796589754,"X6","X14","X39"
0.16219796589754,"X6","X15","X39"
0.16219796589754,"X6","X16","X39"
0.16219796589754,"X6","X17","X39"
0.16219796589754,"X6","X19","X39"
0.16219796589754,"X6","X21","X39"
0.16219796589754,"X6","X22","X39"
0.16219796589754,"X6","X24","X39"
0.16219796589754,"X6","X25","X39"
0.16219796589754,"X6","X26","X39"
0.16219796589754,"X6","X27","X39"
0.16219796589754,"X6","X28","X39"
0.16219796589754,"X6","X30","X39"
0.16219796589754,"X6","X31","X39"
0.16219796589754,"X6","X32","X39"
0.16219796589754,"X6","X33","X39"
0.16219796589754,"X6","X34","X39"
0.16219796589754,"X6","X35","X39"
0.16219796589754,"X6","X36","X39"
0.16219796589754,"X6","X37","X39"
0.16219796589754,"X6","X38","X39"
0.16219796589754,"X6","X39","X40"
0.16219796589754,"X7","X8","X39"
0.16219796589754,"X7","X10","X39"
0.16219796589754,"X7","X11","X39"
0.16219796589754,"X7","X14","X39"
0.16219796589754,"X7","X15","X39"
0.16219796589754,"X7","X16","X39"
0.16219796589754,"X7","X17","X39"
0.16219796589754,"X7","X19","X39"
0.16219796589754,"X7","X21","X39"
0.16219796589754,"X7","X22","X39"
0.16219796589754,"X7","X24","X39"
0.16219796589754,"X7","X25","X39"
0.16219796589754,"X7","X26","X39"
0.16219796589754,"X7","X27","X39"
0.16219796589754,"X7","X28","X39"
0.16219796589754,"X7","X30","X39"
0.16219796589754,"X7","X31","X39"
0.16219796589754,"X7","X32","X39"
0.16219796589754,"X7","X33","X39"
0.16219796589754,"X7","X34","X39"
0.16219796589754,"X7","X35","X39"
0.16219796589754,"X7","X36","X39"
0.16219796589754,"X7","X37","X39"
0.16219796589754,"X7","X38","X39"
0.16219796589754,"X7","X39","X40"
0.16219796589754,"X8","X10","X39"
0.16219796589754,"X8","X11","X39"
0.16219796589754,"X8","X14","X39"
0.16219796589754,"X8","X15","X39"
0.16219796589754,"X8","X16","X39"
0.16219796589754,"X8","X17","X39"
0.16219796589754,"X8","X19","X39"
0.16219796589754,"X8","X21","X39"
0.16219796589754,"X8","X22","X39"
0.16219796589754,"X8","X24","X39"
0.16219796589754,"X8","X25","X39"
0.16219796589754,"X8","X26","X39"
0.16219796589754,"X8","X27","X39"
0.16219796589754,"X8","X28","X39"
0.16219796589754,"X8","X30","X39"
0.16219796589754,"X8","X31","X39"
0.16219796589754,"X8","X32","X39"
0.16219796589754,"X8","X33","X39"
0.16219796589754,"X8","X34","X39"
0.16219796589754,"X8","X35","X39"
0.16219796589754,"X8","X36","X39"
0.16219796589754,"X8","X37","X39"
0.16219796589754,"X8","X38","X39"
0.16219796589754,"X8","X39","X40"
0.16219796589754,"X10","X11","X39"
0.16219796589754,"X10","X14","X39"
0.16219796589754,"X10","X15","X39"
0.16219796589754,"X10","X16","X39"
0.16219796589754,"X10","X17","X39"
0.16219796589754,"X10","X19","X39"
0.16219796589754,"X10","X21","X39"
0.16219796589754,"X10","X22","X39"
0.16219796589754,"X10","X24","X39"
0.16219796589754,"X10","X25","X39"
0.16219796589754,"X10","X26","X39"
0.16219796589754,"X10","X27","X39"
0.16219796589754,"X10","X28","X39"
0.16219796589754,"X10","X30","X39"
0.16219796589754,"X10","X31","X39"
0.16219796589754,"X10","X32","X39"
0.16219796589754,"X10","X33","X39"
0.16219796589754,"X10","X34","X39"
0.16219796589754,"X10","X35","X39"
0.16219796589754,"X10","X36","X39"
0.16219796589754,"X10","X37","X39"
0.16219796589754,"X10","X38","X39"
0.16219796589754,"X10","X39","X40"
0.16219796589754,"X11","X14","X39"
0.16219796589754,"X11","X15","X39"
0.16219796589754,"X11","X16","X39"
0.16219796589754,"X11","X17","X39"
0.16219796589754,"X11","X19","X39"
0.16219796589754,"X11","X21","X39"
0.16219796589754,"X11","X22","X39"
0.16219796589754,"X11","X24","X39"
0.16219796589754,"X11","X25","X39"
0.16219796589754,"X11","X26","X39"
0.16219796589754,"X11","X27","X39"
0.16219796589754,"X11","X28","X39"
0.16219796589754,"X11","X30","X39"
0.16219796589754,"X11","X31","X39"
0.16219796589754,"X11","X32","X39"
0.16219796589754,"X11","X33","X39"
0.16219796589754,"X11","X34","X39"
0.16219796589754,"X11","X35","X39"
0.16219796589754,"X11","X36","X39"
0.16219796589754,"X11","X37","X39"
0.16219796589754,"X11","X38","X39"
0.16219796589754,"X11","X39","X40"
0.16219796589754,"X14","X15","X39"
0.16219796589754,"X14","X16","X39"
0.16219796589754,"X14","X17","X39"
0.16219796589754,"X14","X19","X39"
0.16219796589754,"X14","X21","X39"
0.16219796589754,"X14","X22","X39"
0.16219796589754,"X14","X24","X39"
0.16219796589754,"X14","X25","X39"
0.16219796589754,"X14","X26","X39"
0.16219796589754,"X14","X27","X39"
0.16219796589754,"X14","X28","X39"
0.16219796589754,"X14","X30","X39"
0.16219796589754,"X14","X31","X39"
0.16219796589754,"X14","X32","X39"
0.16219796589754,"X14","X33","X39"
0.16219796589754,"X14","X34","X39"
0.16219796589754,"X14","X35","X39"
0.16219796589754,"X14","X36","X39"
0.16219796589754,"X14","X37","X39"
0.16219796589754,"X14","X38","X39"
0.16219796589754,"X14","X39","X40"
0.16219796589754,"X15","X16","X39"
0.16219796589754,"X15","X17","X39"
0.16219796589754,"X15","X19","X39"
0.16219796589754,"X15","X21","X39"
0.16219796589754,"X15","X22","X39"
0.16219796589754,"X15","X24","X39"
0.16219796589754,"X15","X25","X39"
0.16219796589754,"X15","X26","X39"
0.16219796589754,"X15","X27","X39"
0.16219796589754,"X15","X28","X39"
0.16219796589754,"X15","X30","X39"
0.16219796589754,"X15","X31","X39"
0.16219796589754,"X15","X32","X39"
0.16219796589754,"X15","X33","X39"
0.16219796589754,"X15","X34","X39"
0.16219796589754,"X15","X35","X39"
0.16219796589754,"X15","X36","X39"
0.16219796589754,"X15","X37","X39"
0.16219796589754,"X15","X38","X39"
0.16219796589754,"X15","X39","X40"
0.16219796589754,"X16","X17","X39"
0.16219796589754,"X16","X19","X39"
0.16219796589754,"X16","X21","X39"
0.16219796589754,"X16","X22","X39"
0.16219796589754,"X16","X24","X39"
0.16219796589754,"X16","X25","X39"
0.16219796589754,"X16","X26","X39"
0.16219796589754,"X16","X27","X39"
0.16219796589754,"X16","X28","X39"
0.16219796589754,"X16","X30","X39"
0.16219796589754,"X16","X31","X39"
0.16219796589754,"X16","X32","X39"
0.16219796589754,"X16","X33","X39"
0.16219796589754,"X16","X34","X39"
0.16219796589754,"X16","X35","X39"
0.16219796589754,"X16","X36","X39"
0.16219796589754,"X16","X37","X39"
0.16219796589754,"X16","X38","X39"
0.16219796589754,"X16","X39","X40"
0.16219796589754,"X17","X19","X39"
0.16219796589754,"X17","X21","X39"
0.16219796589754,"X17","X22","X39"
0.16219796589754,"X17","X24","X39"
0.16219796589754,"X17","X25","X39"
0.16219796589754,"X17","X26","X39"
0.16219796589754,"X17","X27","X39"
0.16219796589754,"X17","X28","X39"
0.16219796589754,"X17","X30","X39"
0.16219796589754,"X17","X31","X39"
0.16219796589754,"X17","X32","X39"
0.16219796589754,"X17","X33","X39"
0.16219796589754,"X17","X34","X39"
0.16219796589754,"X17","X35","X39"
0.16219796589754,"X17","X36","X39"
0.16219796589754,"X17","X37","X39"
0.16219796589754,"X17","X38","X39"
0.16219796589754,"X17","X39","X40"
0.16219796589754,"X19","X21","X39"
0.16219796589754,"X19","X22","X39"
0.16219796589754,"X19","X24","X39"
0.16219796589754,"X19","X25","X39"
0.16219796589754,"X19","X26","X39"
0.16219796589754,"X19","X27","X39"
0.16219796589754,"X19","X28","X39"
0.16219796589754,"X19","X30","X39"
0.16219796589754,"X19","X31","X39"
