id,weight,SKU1,SKU2,SKU3,SKU4,SKU5,SKU6,SKU7,SKU8,SKU9,SKU10,SKU11,SKU12,SKU13,SKU14,SKU15,SKU16,SKU17,SKU18,SKU19,SKU20,SKU21,SKU22,SKU23,SKU24,SKU25,SKU26,none
328,0.298305767,-3.474914071,-2.792199246,-1.907262034,-3.71774799,-2.415828794,-4.460003325,-3.275848053,1.620694474,2.389953453,2.645162439,2.035787386,2.456334791,1.531579305,1.462563932,-2.71179277,-1.956639868,-0.702952698,1.146484636,-1.794239327,-3.417805765,0.927824294,-2.250973796,-4.336235878,-4.037925328,-3.205281895,-5.717902009,-1.27366488
337,0.298305767,-2.069950508,-0.799922847,0.016663953,-2.098903598,-0.223626165,-3.825685628,-3.075764879,0.507607562,1.631296451,1.537082991,0.884946038,1.480887554,-0.248779053,-0.088090625,-1.645520148,-0.536887438,-1.539823366,0.899317773,-0.013176919,-0.924138447,0.939692789,-0.421066729,-4.855907377,-4.62679103,-3.546660048,-5.691589427,-1.652153833
352,0.298305767,-3.827364654,-3.260849068,-2.593400993,-4.164711862,-2.776174944,-3.252888591,-2.380101172,-2.438666548,-1.894102514,-2.251576455,-1.954123374,-1.822765726,-1.356612051,-1.328093876,-3.165238089,-2.667748946,-2.703810757,-1.086167605,-2.200664771,-3.19338587,-0.945023957,-1.203802829,-2.334847886,-1.570186852,-1.043686443,-1.939425011,-0.517389651
353,0.298305767,-2.908531285,-2.576728598,-2.103253463,-3.063811583,-2.222013637,-4.1943851,-3.49357936,2.180994346,2.594643924,2.541000268,2.40904121,2.493221893,1.370707031,0.970043122,-2.40161245,-1.894557049,-0.688092361,1.187610666,-2.03098325,-2.668808185,1.041755016,-2.303066464,-4.78986536,-4.747023383,-4.32866528,-6.539903273,-1.354506916
359,0.484379617,-3.167726762,-2.746976336,-3.257007358,-3.885662667,-2.904121928,-0.96062496,-0.328279034,-3.208126766,-4.223365219,-5.419737138,-3.991956264,-4.302374311,-1.555318664,-2.511558739,-2.933853425,-2.552923389,-2.344110519,-0.218056848,-3.435239282,-2.181960295,-1.490553318,0.435770212,-1.171330193,-0.380083895,-0.403666898,-1.003901221,-2.776162361
364,0.562704836,0.468369125,-2.198483989,-4.735870301,-0.653495224,-2.948134176,1.234118464,-0.735982471,-2.069287483,-6.393894794,-8.549340672,-4.448739605,-7.093091892,-2.945099141,-5.802277642,-1.820879743,-3.775122688,-4.588770326,-1.610090073,-5.689724837,0.683193127,-1.495086784,1.074422762,-1.786465044,-1.633174403,-5.035383128,-2.339216608,-3.233784887
373,1.358972253,-1.093834446,1.421961677,2.147279408,-0.817374833,1.800382307,-1.317767198,0.348815152,-3.507447831,-1.74093546,-1.932668727,-3.35541283,-2.073378917,-2.027246458,-1.513921539,-0.305865354,1.519013865,-1.738065919,-0.483028579,2.365743079,-1.607014074,-2.788499706,0.060940602,-2.311399771,-1.027246607,0.151256657,-2.246303066,-1.408335072
376,1.149728892,-0.774764141,0.830053356,0.942549425,-1.062821142,0.79172145,-2.081158422,-2.322183906,-3.188804803,-2.879098627,-4.067675596,-4.071219496,-3.666791901,-4.046865507,-4.114351644,-1.341795411,-0.216543694,-4.393058317,-1.19471763,0.147161029,1.668608556,-0.912945863,2.436298549,-4.941932343,-4.466053743,-4.199128458,-5.240320321,-2.022305848
384,0.298305767,-4.071617418,-3.397625044,-2.760294787,-4.215780511,-2.947539771,-3.968672127,-2.634365365,-0.615762742,0.133436297,-0.073119351,-0.216309856,0.210927599,0.112844825,0.108075511,-3.061691079,-2.335249753,-1.282711659,-0.10697197,-2.285064915,-4.320053527,-1.204007861,-2.983513528,-4.167297826,-3.366141187,-3.026601883,-4.828878198,0.340162084
405,2.983057672,-1.931216273,-0.96255553,-1.407078272,-2.142010867,-0.966267676,0.162563998,1.543131184,-3.108238006,-3.583607142,-4.433968971,-3.730585514,-3.604876765,-1.188012277,-2.055266021,-1.15956365,-0.433716105,-0.732454719,0.415823416,-1.089300156,-2.008233627,-2.883716065,-0.367657135,-0.960377345,0.640072669,0.034398468,-1.143792556,-2.101491366
412,0.298305767,-1.909117824,-0.099198091,0.165242749,-1.570903171,0.166926418,-2.370375615,-0.713022219,-2.413431205,-1.07101137,-1.467445856,-2.395545513,-1.489753218,-1.474024553,-1.585187771,-1.011775213,0.297788608,-1.699416948,-0.671700972,0.70247966,-2.795603849,-3.218760704,-1.919048543,-4.42325122,-3.111822383,-2.925917481,-4.766875167,0.481446446
417,1.687761086,1.583248978,3.067710282,1.541711041,1.834916686,2.531569642,-0.399360489,-0.424063173,-1.808660894,-2.350579576,-3.711416591,-3.156033653,-3.265021854,-3.280947319,-4.371385158,0.746966411,1.428875916,-2.707361461,-0.026100311,0.994665808,2.756546915,-2.287967915,1.174032313,-5.347442517,-4.912432989,-5.573876659,-6.398188174,-2.161020434
426,0.298305767,-0.730607239,0.353580332,0.094338586,-0.879983959,0.209065429,-0.676015373,0.526904907,-0.968810338,-0.828453993,-1.35239541,-1.573316678,-1.171106807,-0.214697325,-0.694129029,-0.778773885,0.165551745,-0.451802894,0.703159905,-0.095710307,-1.439602395,-1.56742876,-0.597727575,-2.416668593,-1.408974189,-1.423899708,-2.823477273,-2.005061924
429,0.298305767,-2.045649519,-1.919527882,-2.166497654,-2.189758708,-1.74265845,-1.221266749,-0.490636329,0.929140392,0.125917873,-0.278836434,0.725921637,0.352381939,0.684577513,-0.462132037,-1.262198928,-1.03359805,0.878915028,1.960832626,-1.737585799,-1.48801834,-0.721778926,-1.977389098,-3.124128491,-2.513450516,-2.947331048,-4.250000049,-2.183370933
435,0.298305767,-1.780708649,0.642692067,1.811690566,-1.526812917,1.118525309,-2.731075973,-0.966501584,-0.946369488,0.684181138,0.560664424,-0.892936911,0.29943299,-0.867785125,-0.736122416,-0.559178197,1.344844594,-0.692201793,1.674616705,2.043055052,-0.923219898,-1.227517695,-0.373480982,-5.270144587,-4.195949592,-2.95457323,-5.70321095,-1.485182456
439,1.327921252,-0.176438812,0.857457469,0.602507962,-0.027384647,1.247146351,-0.213582872,0.226716793,-2.874833938,-2.792627838,-3.551246191,-3.112822569,-2.988595612,-2.598883172,-3.021504132,0.00248067,0.664553911,-1.891606659,-0.581097756,0.854719362,0.676003659,-2.37774788,0.539099551,-2.085356162,-1.325520982,-1.245732901,-2.471505782,-1.921745269
440,0.298305767,-2.945720013,-1.713980067,-0.950399276,-3.362078793,-1.365809131,-2.817438787,-1.615799467,-1.278857357,-0.392047284,-0.579493692,-1.078491523,-0.425448015,-0.203981195,0.304575902,-2.484623676,-1.321793819,-1.535515646,0.240761667,-0.990662824,-2.347737366,0.09709773,-0.135970472,-2.039298381,-1.378054097,-0.027712643,-1.937183947,-2.075108099
446,0.298305767,-4.002583513,-3.239689478,-2.104798676,-4.436254998,-2.796788493,-5.880354356,-5.552604353,-0.027258705,1.256090956,0.804247554,0.605394092,0.99272347,-0.857352551,-0.373235952,-3.793311909,-3.042577214,-3.694324595,-0.661476993,-2.290704104,-2.079399427,1.982562724,-0.468414578,-5.409121452,-5.522751051,-4.318516873,-6.235867304,-0.80688462
453,0.298305767,-2.258379672,-1.164260906,-0.488816564,-2.313637443,-0.507411157,-2.00469602,-0.829928378,-1.007301862,-0.152656355,-0.154138247,-0.398095369,-0.097655637,-0.168590719,-0.13245797,-1.350550011,-0.438567191,-0.618558399,0.388372575,0.019200566,-2.083314274,-0.821439733,-0.890677237,-1.823663612,-1.027420466,-0.216587108,-2.162475424,-1.788847937
469,0.298305767,-1.022493636,0.849344238,1.459930433,-0.870715623,0.970563945,-2.747150236,-1.454213218,0.337530807,1.381548942,1.275616494,-0.13223509,0.85103406,-0.160950756,-0.205796994,-0.696783303,0.852063741,-0.749365124,1.648734899,1.08225103,-0.935639969,-0.492729761,-0.595967318,-5.430111421,-4.716913845,-3.887816195,-6.236092651,-1.603291925
473,0.298305767,-1.854303228,-0.720284137,-0.172836486,-1.851064244,-0.389694209,-2.030936923,-0.815161023,0.035514097,0.634424245,0.611584303,0.175629832,0.563088576,0.405180673,0.222723623,-0.993103559,-0.039283041,-0.040256094,1.233358206,0.060734313,-1.738437218,-0.689385391,-1.250982475,-3.278000565,-2.472162403,-1.99565999,-3.980716154,-1.637695828
481,0.298305767,-0.636775206,-0.074480426,-0.106361843,-0.653842161,0.16809446,-2.169590838,-1.808226529,0.68548678,0.934481836,0.448506079,0.449530358,0.645020379,-0.214099876,-0.714470274,-0.723684041,-0.002211784,-1.009915533,0.601274409,-0.170118166,-0.580418317,-0.415232792,-0.997545157,-4.3152084,-4.031687722,-4.048614442,-5.454684354,-1.51897143
490,0.298305767,-2.479626986,-3.191995359,-4.022529201,-3.499170808,-3.742043608,-1.890196081,-1.857383632,-0.84260416,-2.852377145,-4.079253307,-2.223293804,-3.309241919,-0.108693755,-1.910582959,-3.361491563,-3.761364498,-3.088201285,0.012043172,-4.889118458,-1.531348797,0.63390204,0.963846618,-2.746100629,-2.265643354,-2.953641023,-2.781031683,-2.648272819
491,0.298305767,-1.759917081,-0.231330642,0.832818684,-1.505885451,0.412319576,-3.524776945,-2.474240937,-0.117470849,1.544684579,1.446271007,0.637695797,1.164756546,-0.710621913,-0.402247981,-0.897505692,0.232966228,-1.464550662,0.426756172,1.092281679,-1.256374432,-0.297446503,-0.885692687,-4.783016833,-4.341481425,-3.321343672,-5.646344747,-1.073161671
492,0.298305767,-2.125284991,-1.23874291,-0.604251925,-2.38384505,-0.863079433,-2.476325471,-1.668685965,-0.363505394,0.155276642,0.079992169,-0.144701649,0.189584483,-0.046054375,-0.017237467,-1.768678406,-0.908906167,-1.163738399,0.433574573,-0.483309832,-1.528268627,0.185961155,-0.402186685,-2.435172117,-1.947374088,-1.174038984,-2.818258471,-1.955489047
494,0.298305767,-1.471254675,0.122580459,0.779423763,-1.568204295,0.442663439,-2.962559461,-1.969586176,-0.435174177,0.615673837,0.481560836,-0.664734962,0.128726954,-0.517592396,-0.216834902,-1.364783962,0.01853753,-1.802008643,0.432341943,0.521717364,-1.019850369,0.029584973,0.374447917,-4.196541975,-3.576917861,-2.547259167,-4.566885928,-1.638277527
