id,weight,SKU1,SKU2,SKU3,SKU4,SKU5,SKU6,SKU7,SKU8,SKU9,SKU10,SKU11,SKU12,SKU13,SKU14,SKU15,SKU16,SKU17,SKU18,SKU19,SKU20,SKU21,SKU22,SKU23,SKU24,SKU25,SKU26,none
1030,0.298305767,-2.406681994,-1.319374733,-0.569752255,-2.37449718,-0.966615154,-5.245820555,-4.371047333,2.023119789,3.742865243,3.223831622,2.205616879,2.809724297,0.591788502,0.779773888,-2.108862217,-1.041641701,-1.65647681,0.951465037,-0.863145111,-2.318309726,1.080748522,-1.910109737,-6.659827435,-6.683727226,-5.810636428,-8.45363039,-0.794351492
1033,2.983057672,-1.658138724,-1.510472194,-2.136224579,-2.20500134,-1.659375352,-0.48473807,-0.298453873,-2.513627349,-3.748960015,-4.723961867,-3.469217651,-3.913484706,-1.778048214,-2.901370633,-1.852748723,-1.660825251,-2.345846594,-0.295770384,-2.350738773,-0.842125188,-1.317262906,0.588597224,-1.692003505,-1.183587288,-1.756882494,-1.480060431,-2.882822858
1035,0.669703427,0.612886043,2.862689014,2.00289869,0.999540682,2.40329695,0.461469826,1.958960383,-3.052402624,-2.579476814,-3.401494518,-4.136879351,-3.256809374,-2.000072207,-2.576437493,0.678618582,2.257528543,-1.015975913,0.124882831,1.866851306,-0.687961845,-4.096763002,-0.342624351,-3.249654531,-1.800767875,-2.11355518,-3.878707133,-1.476429908
1045,0.298305767,-2.269305094,-1.444746407,-1.072444229,-2.485105174,-1.242133205,-2.00562361,-0.878207433,0.340902728,0.538462976,0.461344088,0.1146418,0.557311886,0.880696755,0.628809265,-1.676589907,-0.829608395,0.191470182,1.346044467,-0.915311891,-2.18594073,-0.273347819,-1.283418762,-2.89434128,-2.096422594,-1.702786909,-3.524310856,-1.83967058
1056,1.830071817,-1.669444326,-1.160806924,-1.220555646,-1.476982603,-0.753023676,-2.420370985,-1.904187485,-2.744114504,-2.415872473,-3.147682521,-2.826004354,-2.776036618,-2.641120845,-3.060518223,-1.362382575,-1.052550632,-3.242369272,-1.866008357,-0.789730353,-1.682830335,-2.630834125,-1.102093923,-4.256841739,-3.436726484,-3.897486145,-4.606589744,0.635054205
1064,1.670649648,-1.122448539,0.618554845,1.053920163,-1.115122521,0.950683479,-0.667350851,0.208932806,-3.596001512,-3.221755309,-3.908253386,-4.02000593,-3.443636458,-3.233599686,-3.524189115,-0.510517726,0.812991127,-2.154685016,-0.314711641,1.31660054,0.724578689,-2.447011881,1.272816753,-3.338034579,-2.256636068,-1.922747186,-3.608236583,-1.782862507
1067,0.298305767,-0.621855208,-0.335783913,-0.323105592,-0.562018775,-0.022005747,-2.464018734,-2.34703652,0.691131096,0.840079228,0.381520483,0.712065822,0.727565567,-0.431534245,-0.759442977,-0.88873668,-0.494462713,-1.477236314,0.416339105,-0.448479249,-0.270531172,0.194737113,-0.649584213,-4.120208266,-4.081676426,-4.010796917,-5.208599688,-1.64685687
1072,0.298305767,-4.0450314,-3.666679354,-2.658745578,-4.537309811,-3.293397337,-4.941929383,-4.091739549,1.081123127,1.855661717,1.962212462,1.835990997,1.838584385,1.036951502,1.487394473,-3.587492082,-3.041684831,-1.692701292,0.413016022,-2.683315423,-3.473882105,1.780477169,-1.684334121,-3.532588092,-3.521878645,-2.471088559,-4.530371969,-1.551779383
1075,0.298305767,-2.92594627,-2.247594901,-2.065137596,-3.049928051,-2.038449033,-1.936082986,-0.892888612,-1.00634282,-1.48822392,-1.903282969,-1.372257969,-1.395645299,-0.584122223,-1.683640833,-1.913342402,-1.198388531,-0.47772419,1.199884428,-1.547583487,-1.432075114,-1.393306453,-1.25067732,-4.204723174,-3.163599354,-3.237493623,-4.65272276,-0.827406875
1080,0.298305767,-2.337702211,-2.686794604,-2.816990529,-2.998524715,-2.719783715,-2.258939614,-1.913159752,-0.412904704,-1.127999317,-1.523196265,-0.745189014,-1.276941694,0.343009634,-0.161932563,-2.812008412,-2.795016098,-2.084471369,-0.160536764,-3.180610946,-1.992868141,0.552419864,-0.548921325,-1.517466248,-1.215550811,-1.383778535,-1.624200405,-2.399978991
1083,2.983057672,-4.560740134,-4.511165224,-4.626212649,-5.291798907,-4.461249547,-2.969856382,-1.981245665,-2.753235809,-2.756567649,-3.580490898,-2.523670461,-2.866401294,-0.635885729,-0.606617585,-4.25825828,-4.164976746,-2.780843907,-1.427668748,-4.683046689,-5.163454448,-1.164660389,-1.877068404,0.291212171,0.371515902,0.700066679,0.734017585,-2.346220101
1084,2.710597067,-0.085486359,1.984110488,2.466091544,0.207220938,2.423644248,-0.616555433,0.81659336,-3.257776431,-1.981175611,-2.435094797,-3.633453683,-2.509774837,-2.122663256,-1.934337695,0.140850623,1.714302451,-1.720362556,-0.508198202,2.187372029,-1.102392841,-3.151303167,0.100639505,-2.767667978,-1.53341576,-1.002450805,-3.002236993,-1.30512768
1110,2.983057672,-0.375176648,0.487110428,-0.898608457,-0.3662891,0.396262556,1.583434722,2.62748273,-4.520075467,-5.140952227,-6.733228615,-5.520915019,-5.597767902,-2.384910211,-3.295145257,-0.279037318,0.080768579,-1.578572036,-1.01156447,-1.006133234,-1.901417853,-4.59189926,-0.374104617,-0.326549115,1.290449519,0.14791725,-0.706557578,-1.872946255
1125,0.596787247,-2.211180917,-2.584414888,-3.358451002,-3.021418133,-2.933379339,-0.792947717,-0.069160237,-1.400059597,-2.894118631,-3.865245482,-2.429725183,-3.117336757,0.109558338,-1.151854925,-2.614497723,-2.671762819,-1.643138346,0.165139417,-3.73620731,-2.507765385,-0.815671782,-0.268245533,-1.017182296,-0.057015721,-0.690344813,-1.164751127,-2.480860418
1129,0.298305767,-3.251236067,-2.700897217,-1.860364634,-3.763640254,-2.455770935,-3.941713845,-2.980213265,0.939213393,1.413670631,1.48107109,1.144029251,1.38290519,1.087300037,1.155716991,-2.910441224,-2.17913737,-1.18256036,0.940474732,-1.93913286,-2.625567701,1.448586831,-1.026328613,-3.530961803,-3.193461654,-2.272163542,-4.304647102,-1.765877064
1130,2.983057672,-0.168384561,-0.875771728,-2.344784281,-0.427460762,-1.195245911,0.425084504,0.616780245,-0.835803647,-2.315879242,-3.242602914,-1.891275703,-2.647468008,0.181708175,-1.233891454,-0.987400603,-1.369146141,-0.734221181,-0.100081761,-2.67773658,-2.177060516,-1.999922915,-1.5165154,-0.246628902,0.186064814,-1.46011341,-1.133855897,-2.385918381
1138,1.772485984,-1.041191979,-2.046669373,-4.31934912,-1.340058273,-2.35559558,2.086908475,2.289175183,-4.26443321,-6.647260846,-8.609809864,-5.499593727,-6.889654202,-2.281895963,-4.020317164,-1.212644938,-2.289955919,-1.973033757,-1.721722334,-4.28449402,-3.01949638,-4.745132314,-1.466056538,1.315445315,2.553335556,-0.353035529,0.509289145,-2.043929249
1141,0.32880798,-2.16537486,-0.652278221,-0.335608872,-2.284488872,-0.586874407,-1.086146291,0.789750374,-1.319452983,-0.771216696,-1.027656659,-1.639300967,-0.825966209,0.556734122,0.108127901,-1.288880758,0.042008818,0.263085695,1.151685466,-0.184009052,-2.773024257,-1.807382372,-1.197987826,-2.14577642,-0.778601354,-0.258173551,-2.312809015,-1.798111421
1152,0.298305767,-2.173792242,-1.113776269,-0.912976894,-1.965897122,-0.571913037,-3.179373038,-2.139806053,-2.16872327,-1.180255784,-1.706129549,-2.047820351,-1.61964879,-1.69711399,-1.638714241,-1.71267296,-0.99393336,-2.801520709,-1.443500687,-0.660529211,-2.870880664,-2.446522199,-1.791939185,-4.578221776,-3.635462752,-3.560098432,-4.867074899,0.763056926
1153,2.983057672,-0.364679853,0.192121103,-0.36961144,-0.521848294,-0.039968925,-0.571744688,0.163021893,-0.571398058,-0.854013764,-1.361137095,-1.472939181,-1.30415593,0.339598008,-0.381350646,-0.806639851,-0.244076086,-0.619330459,0.376476522,-0.855049428,-1.925840181,-1.428243966,-0.990701775,-1.892932888,-1.169941857,-1.631909295,-2.453693736,-2.044211881
1161,0.298305767,0.750462167,1.916029543,1.23576185,1.015226664,1.988847036,-0.351563262,0.019560474,-2.553720041,-2.392160932,-3.32020139,-3.263726367,-2.981102495,-2.711434731,-3.282607096,0.744295238,1.34552503,-2.250279371,-0.688977426,1.318685236,0.513076411,-2.804738341,0.538060796,-3.422924216,-2.663780167,-3.114310198,-4.217247543,-1.431883666
1164,2.983057672,-1.09243735,1.526555552,2.323802938,-0.752139147,1.675755917,-0.295301674,2.030182025,-3.854007382,-2.486815986,-2.855765771,-4.221615189,-2.885530979,-1.966846984,-1.94211655,0.008147902,1.850299229,-0.792923957,0.218469929,2.361063505,-1.759843547,-3.995948918,-0.331248253,-2.888430868,-1.081107781,-0.46506738,-3.09697428,-1.249986016
1165,0.305889812,0.787594993,0.638808412,-0.721941181,0.713925338,0.305209402,-1.469058552,-1.766955866,1.687333972,0.555419104,-0.375448781,0.509448521,-0.145424544,-0.05437196,-1.185820757,-0.403694573,-0.434905435,-1.363801938,0.493953138,-1.437077195,-0.1573282,-0.362964226,-1.050517515,-4.484247728,-4.598937049,-5.639490177,-6.031696797,-1.963135113
1194,0.298305767,-1.203467007,0.189746417,-0.116085619,-1.529432544,-0.384744725,-1.732824885,-0.350243495,0.12984549,0.144701702,-0.327538849,-1.099066971,-0.511559145,1.019582547,0.613131124,-1.583526762,-0.319361647,-0.493420851,1.656859131,-0.979153687,-2.231944255,-0.592084633,-0.724625871,-3.661091069,-2.704431503,-2.281708323,-3.855117328,-2.310434111
1197,0.298305767,0.887535332,0.480995818,-1.076721936,0.50996839,-0.081898649,-0.173004799,-0.195835951,0.899904666,-0.330313231,-1.313863072,-0.667506927,-1.107625523,0.309190601,-0.944027446,-0.573411531,-0.565915536,-0.814704076,0.438800457,-1.812139491,-0.997638191,-1.138318936,-1.267342965,-2.91896102,-2.631702432,-4.006286899,-4.087117714,-2.143253965
1220,0.298305767,-2.090297506,-0.815618568,-0.050852865,-2.392879773,-0.781542306,-3.611282006,-2.547260899,0.758142393,1.556406225,1.582050864,0.442636148,1.082167713,0.535179862,0.813511547,-2.085374462,-0.86066157,-1.397140969,1.067498033,-0.569299192,-1.82143571,0.982581078,-0.363706741,-4.414407069,-3.961052255,-2.870112532,-5.083957477,-1.818360919
1225,0.298305767,-3.599307777,-3.938124382,-3.653396858,-4.004304803,-3.681925198,-2.922427465,-2.394281682,1.41416685,0.272704657,-0.000354993,1.792395283,0.65342475,0.700366693,-0.689975922,-2.559896204,-2.775057094,-0.163723765,2.390572394,-3.205374459,-1.277791518,1.075318231,-1.428520556,-4.033134636,-3.849187673,-3.750793587,-5.171367967,-2.578283254
1231,0.75829243,1.909906092,2.405333427,1.093186462,3.222710078,2.840724368,0.173285563,0.040441613,-2.395886356,-2.473810804,-3.808682966,-2.997756387,-3.25966417,-3.332815965,-4.318074112,1.700897633,1.587596001,-2.499504229,-1.339221076,1.20972756,0.540371536,-4.134027689,-0.926049522,-3.871711732,-3.49121909,-5.030673349,-5.406202794,-0.838575603
1239,2.983057672,0.382846662,-0.101903093,-1.591940325,0.15253711,-0.315614879,0.603170854,0.313756516,-3.147138854,-4.568781374,-6.039377769,-4.34365421,-5.163477411,-2.573085872,-3.791022692,-0.79652635,-1.144402673,-3.112610389,-1.704232498,-1.983520151,-0.655675654,-2.998355845,0.021540025,-1.354797879,-0.548538942,-2.283720987,-1.526231333,-1.530653408
1250,0.419285236,-0.421785768,1.551603047,1.313658007,-0.170173548,1.535200058,-1.021984547,0.341509,-1.063793218,-0.372595994,-0.777223342,-1.738184366,-0.834305025,-0.476338433,-0.958916951,0.035690276,1.585697805,-0.38370573,1.172526545,1.403944064,-1.014942148,-2.143665159,-0.659581253,-3.928791707,-2.828303587,-2.627103175,-4.451564787,-1.561535866
1253,2.983057672,-2.098879033,-0.785258337,-0.397013077,-2.174999407,-0.378798596,-1.067892218,0.372987068,-2.756378001,-1.909980147,-2.221752787,-2.52772057,-1.951318288,-0.709162961,-0.676991892,-1.24451479,-0.227730097,-1.058739028,-0.428354236,0.050842507,-2.795450997,-2.201420138,-0.742070555,-0.47571277,0.69014047,1.111833174,-0.715790641,-1.592784288
1258,0.298305767,-3.384558673,-3.555834107,-2.952728177,-3.983521692,-3.304313961,-4.842541879,-4.951989552,1.718359482,1.570280282,1.214415828,1.905646831,1.458718534,0.299859264,-0.068351523,-3.469947119,-3.344950693,-2.473072713,0.608025492,-3.195377148,-1.30781269,2.734648345,-0.604641322,-4.825001148,-5.19894278,-4.660323414,-6.223549232,-1.996036028
1263,0.298305767,-1.902930619,0.124258828,1.129181765,-1.557692866,0.734351338,-2.64194964,-1.057931632,-0.612607093,0.678568785,0.737458194,-0.361659289,0.720559662,-0.71518836,-0.76084758,-0.379978359,1.080436295,-0.372309563,1.64414434,1.62754343,-0.977075616,-1.243746355,-0.879928795,-5.020244345,-4.065154815,-3.104386747,-5.665011339,-1.277058957
1281,0.298305767,-4.152804587,-3.527354207,-3.349108478,-3.892396332,-3.050648568,-4.572820309,-3.733232639,-4.038508275,-3.175243016,-4.038794953,-3.618874713,-3.583716814,-3.684860288,-3.874657143,-3.214300145,-3.036924948,-4.662993686,-3.291736287,-2.691602374,-4.45238779,-4.118750981,-3.333452112,-5.887910249,-5.10930278,-5.622658791,-5.981332017,2.454190726
1283,2.805132337,0.401888686,0.714132537,-0.223345864,0.269377997,0.794362121,1.166052051,0.837650453,-3.468294244,-4.529177682,-5.767211137,-4.424025362,-4.848633245,-3.453868245,-4.649212939,0.095226797,0.299315081,-2.26429135,-0.84296766,0.153301271,1.14401319,-3.241766306,0.753667819,-2.222812145,-1.444861485,-2.597685499,-2.905933314,-2.15472968
1303,0.298305767,-0.911335281,-1.774263488,-2.918072244,-1.401272099,-2.344308458,-2.155944324,-2.140144488,3.115527412,0.988417534,0.048861005,1.274797956,0.280308575,1.576039177,-0.282258057,-1.893973595,-2.270619151,-0.741424417,1.997793714,-3.795421534,-1.070384508,0.907553951,-1.460584402,-4.960169242,-4.915253056,-5.996394126,-6.674556049,-2.438813905
1304,0.298305767,0.106497713,1.072169106,0.419899041,0.056786785,1.211002207,-0.308529428,-0.165134649,-3.043687004,-3.393774591,-4.442678567,-3.961443692,-3.896906326,-2.993631262,-3.679752589,0.070644311,0.511340416,-2.884466321,-0.941169168,0.289892938,0.535005979,-2.336356497,1.397243951,-2.968959006,-2.177561765,-2.673762941,-3.475794336,-1.878717007
1319,0.298305767,-1.527442476,-0.208246413,0.433505231,-1.370850567,0.327730676,-3.020501377,-2.279136431,-0.991647873,0.037552445,-0.358750021,-0.678366081,-0.22337985,-1.691743571,-1.690021641,-0.959094444,0.037051827,-2.072689344,-0.100290394,0.670365057,-0.236685174,-0.81454904,-0.259204002,-4.98037787,-4.430245296,-3.804637239,-5.623330877,-0.682747936
1322,0.298305767,0.156358664,1.375072049,0.04945884,-0.053420779,0.461755195,-0.67598821,0.207421564,-0.227302294,-1.197951894,-2.244234229,-2.000063117,-2.029141439,-0.460289921,-1.923110767,-0.541245779,0.328932606,-0.772749986,2.299007728,-0.839002407,-0.032556735,-1.477512881,-0.129019695,-5.066830712,-4.258589756,-4.576069118,-5.426917233,-2.857210462
1336,2.983057672,-0.833123722,-2.500960383,-4.769309266,-1.885312937,-3.104928058,1.150808528,-0.255070776,-4.403122819,-7.791241632,-10.04324021,-6.348209641,-8.319440927,-3.983967523,-6.149570768,-2.337457769,-3.700236009,-4.949144774,-2.555830192,-5.359369036,-0.580743801,-2.644011598,1.262982313,-0.541156504,-0.209880973,-2.943929283,-1.006790117,-2.890953628
1340,0.298305767,-3.004359512,-3.006031306,-3.090125502,-3.722865726,-3.200880152,-2.273519995,-1.476718996,0.233566039,-0.621103233,-1.128209663,-0.427383107,-0.764067053,1.060414753,0.373091608,-3.036370163,-2.74339478,-0.873408308,1.141620229,-3.468429272,-2.586662479,0.800455183,-0.674318774,-2.297480338,-1.758849008,-1.597184306,-2.652068113,-2.550873389
1382,0.298305767,-2.460114865,-1.62256648,-1.77134227,-2.392800944,-1.507890648,-1.07172272,0.143375356,-0.248093218,-0.775144827,-1.158777925,-0.763684648,-0.683664524,0.108014602,-1.077373567,-1.149299997,-0.466272209,1.286658418,2.064488448,-1.151683734,-1.913022139,-2.156552004,-2.279849643,-3.871824951,-2.747006775,-3.148493421,-4.735248784,-1.32137784
1387,0.328793361,-0.696163311,0.828871234,0.326605559,-0.736130062,0.521036575,-0.455872832,1.192589026,-1.172274265,-0.832416539,-1.284424328,-2.160370476,-1.351007971,0.540800406,0.061401986,-0.719507117,0.723316995,-0.086987224,0.690779754,0.042358664,-2.672739798,-2.337006873,-1.258401067,-2.40329164,-1.067217855,-1.191139668,-2.78742913,-1.632969335
1402,0.298305767,-0.983532612,0.255956437,-0.15894993,-1.451358249,-0.10014586,-2.726084844,-2.653636927,-0.979028066,-0.779221536,-1.698602672,-1.855349366,-1.553584379,-1.444561753,-1.51990866,-2.023599144,-0.954958022,-3.365378647,-0.304275253,-1.18287166,-0.174792737,0.800475591,1.278954847,-4.176462484,-4.024064407,-3.496052283,-4.251929447,-2.488090623
1413,2.387718324,0.60825191,-0.413346635,-2.960735247,0.184147567,-1.022158994,2.336690394,1.573445756,-4.237878908,-7.515690014,-9.879389443,-6.345618513,-8.167484287,-4.135965002,-6.667187933,-0.304835095,-1.522830104,-3.575137275,-1.406427496,-3.349908685,0.752796446,-4.075117115,0.998590327,-1.762513057,-0.910738679,-3.812374478,-2.560658329,-2.720500487
1419,0.298305767,-3.153272938,-2.475283931,-1.551480999,-3.223016314,-1.894042536,-5.130495106,-4.408544362,2.108976437,3.095675696,3.132188249,2.732056518,3.027742658,0.697518059,0.720895306,-2.388300799,-1.694373379,-1.227583785,1.091333979,-1.382916626,-2.295547147,1.306756836,-2.093915273,-5.809419729,-5.942643074,-5.094807844,-7.667790809,-1.061516162
1421,0.719262038,0.719264878,0.248203818,-1.419160608,0.072704874,-0.343537441,-0.20076438,-1.116163311,-2.840597181,-4.878113052,-6.70018066,-4.604834697,-5.721186607,-3.70305007,-5.286551576,-1.033110402,-1.45121517,-4.721426472,-1.563137777,-2.245060608,1.67189756,-1.55053829,2.11809202,-3.394360509,-3.010477376,-4.682805476,-3.894091955,-2.499262891
1435,0.298305767,0.451792018,0.242770766,-0.828466017,0.392804875,0.122426757,-1.370489741,-1.891329005,0.667246173,-0.791917204,-1.857624586,-0.525865446,-1.364112907,-1.250677758,-2.595044292,-0.493098149,-0.699442564,-2.214658957,0.495171619,-1.321070484,1.685440184,0.091361232,0.453656932,-4.674021884,-4.702296513,-5.541615511,-5.784629802,-2.325569968
1441,0.298305767,0.091879812,-0.905808334,-2.212140151,0.040930577,-0.987163015,-1.486976988,-1.967324524,-0.285892553,-1.981155453,-3.203164365,-1.441720178,-2.565270817,-1.559807067,-3.207724629,-1.010947793,-1.734825311,-2.980043481,-0.752820029,-2.54252756,0.156553702,-1.224116777,-0.684933409,-4.543472497,-4.333254276,-6.003612703,-5.62197564,-0.590528767
1448,0.318011995,-0.371598784,0.468303107,0.275371914,-0.508695843,0.335764404,-1.499970682,-0.983853785,-0.009010181,-0.30180224,-0.790522245,-0.767735619,-0.687864528,-0.677126714,-1.458232513,-0.654607871,0.166305155,-1.027336777,1.468648695,0.022873033,0.471394874,-0.41804602,0.204721868,-4.436149827,-3.908241006,-3.805113902,-5.097687031,-2.225818392
1451,2.353004923,-0.857651477,1.95905025,3.001409057,-0.397316626,2.37885475,-1.41917291,0.479437392,-3.56986399,-1.660867735,-1.89799018,-3.522790181,-2.111741366,-2.561717069,-2.179100194,0.174034251,2.09789851,-1.763527266,-0.142307829,3.304197223,-0.938004552,-3.258443522,0.152828978,-3.875528528,-2.469143782,-1.453310027,-4.124495941,-0.928823042
1455,0.761305524,-1.195649976,-0.715483898,-1.139675572,-1.385845094,-0.670628626,-1.156078547,-0.336802867,-1.962664553,-1.801895755,-2.394233268,-2.312848386,-2.118635924,-0.618521717,-0.747799056,-1.418580555,-0.953806397,-1.721040039,-0.969208232,-1.184067707,-2.895973726,-2.064080304,-1.281532998,-1.047148668,-0.326840704,-0.537765265,-1.441864041,-1.118899992
1456,2.983057672,0.531880341,-0.652281482,-2.853112365,0.190002523,-0.956442941,1.615604203,1.143620942,-3.31141869,-5.35289818,-7.055349926,-4.464537852,-5.8216248,-2.263623049,-3.779259903,-0.555333403,-1.626437827,-2.713485555,-2.088645593,-3.102954032,-1.720892853,-3.703754147,-0.840317984,0.823158708,1.48456084,-1.231560645,-0.111951542,-2.089977888
1476,0.298305767,2.235788301,0.34013913,-3.013217294,1.749659628,-0.576654096,2.241793755,1.077318628,-3.705212969,-7.074370494,-9.553530642,-5.997842942,-8.135606849,-3.48656584,-5.855022383,-0.223923904,-1.961900353,-4.57659755,-2.758218279,-4.017030341,-0.378328085,-4.125808229,0.140330585,-0.409714186,0.396863204,-3.580274697,-1.302623669,-2.317677401
1479,0.298305767,2.549975645,0.754018689,-2.433127335,2.220986155,-0.047942548,2.363141302,1.247270053,-3.051520386,-6.235017951,-8.59885345,-5.298656144,-7.295498329,-3.106873806,-5.513368805,0.271012067,-1.240945499,-3.805509047,-2.091920944,-3.312327969,0.023478495,-4.067244099,-0.02257013,-1.014108367,-0.274615354,-3.925938319,-2.046205088,-2.331288621
1482,0.298305767,-2.587469641,-0.941331144,0.074515239,-2.646556386,-0.661840019,-3.747201782,-2.025764187,0.340040313,2.024536087,2.407351863,0.452836547,1.498003731,1.112225003,1.57649889,-1.922384506,-0.339330922,-0.832440585,0.874458616,-0.045059439,-3.638121378,-0.181366112,-1.754611914,-4.06623619,-3.319284453,-2.230265686,-4.826377441,-1.033938139
1486,0.298305767,-1.847359183,-1.734462336,-1.870017406,-2.334533813,-1.624296781,-1.346505752,-0.905422226,-0.920251514,-1.609412173,-2.220022453,-1.33784969,-1.72139596,-0.524794789,-1.209784606,-1.907770659,-1.621790176,-1.57878854,0.122633954,-1.896493169,-1.059715712,-0.313715468,0.201650236,-1.726631978,-1.217605829,-1.204114875,-2.097414926,-2.317525166
1487,2.983057672,-1.633000835,-0.805743739,-1.105580607,-1.947774113,-0.69772897,-0.629740206,0.052751216,-2.316769219,-2.485144066,-3.147673262,-2.724072678,-2.565862508,-1.131740163,-1.490219635,-1.529496374,-0.724452377,-1.182480818,0.028312943,-1.13672205,-1.672887031,-1.792044553,-0.375334043,-0.890021882,-0.122639433,0.009643945,-0.47917765,-2.81469531
1523,2.983057672,-2.602056486,-4.297848525,-6.189232427,-3.475781518,-4.682610929,0.533597193,0.131577277,-3.405410343,-6.483612777,-8.170915976,-4.651356751,-6.509144066,-2.035400101,-3.958711666,-3.024837906,-4.326610975,-2.80154472,-1.383255645,-6.37408268,-3.294111632,-2.93424256,-1.34218754,0.857431921,1.337513361,-1.24204185,1.044245372,-3.083314363
1524,2.983057672,-1.137467135,0.272156858,0.286537677,-1.083604712,0.386849604,-0.731925391,0.977373423,-1.522864753,-1.000518777,-1.363249983,-2.100851239,-1.345988091,0.000189341,-0.380425367,-0.60377959,0.60651634,-0.271780577,0.515269205,0.479983602,-2.430005096,-2.492803593,-1.250457171,-2.531097294,-1.176630765,-1.144447707,-2.957162275,-1.345687414
1534,0.298305767,-4.157238307,-5.21411547,-5.564828321,-5.268588264,-5.697359694,-4.059937641,-3.94432895,0.896144822,-0.75554911,-1.594091306,0.14884761,-1.066230377,1.077059331,-0.150334635,-4.80874279,-5.402590753,-2.974613231,0.561351697,-6.396812102,-3.199372003,2.328463053,-0.861762805,-3.128508428,-3.440263173,-3.491732029,-3.602168834,-2.865443923
1539,0.298305767,-3.832721969,-3.837052457,-3.512481392,-4.459393992,-3.596913143,-3.456778517,-3.085877503,-2.462420042,-2.550418464,-3.158971319,-2.370209913,-2.666974909,-1.482325546,-1.715343171,-3.786632564,-3.662338048,-3.764813597,-1.873905889,-3.385071517,-2.824517995,-0.514619013,-0.589627409,-2.693299441,-2.098434237,-1.928524777,-2.641089958,-0.200312159
1542,0.298305767,-0.630648497,-3.315962872,-5.467708044,-1.684607244,-4.158173553,0.069727721,-1.364335446,0.28084347,-3.971657712,-5.624221805,-1.725415805,-4.44136464,-0.776885972,-3.779453612,-2.3885764,-4.340300857,-2.89193516,0.478408826,-6.387908115,-0.100600277,0.107835511,-0.176506638,-2.61830017,-2.721024385,-5.382772386,-3.112042723,-3.6949412
1544,0.298305767,-1.701332951,-1.612721502,-1.877667888,-1.934952326,-1.524377832,-1.996776999,-2.108592269,0.469784084,-0.690488433,-1.527326618,0.014853414,-0.774608852,-1.085973657,-2.514538111,-1.38469737,-1.349314449,-1.216342965,1.788595257,-1.765248175,1.632447725,0.591928183,0.337504225,-5.031736186,-4.934861353,-5.026273962,-5.892268419,-2.716132982
1560,0.298305767,0.522916681,1.689606615,0.992574354,0.727453644,1.514338174,-2.523463502,-2.128346359,0.933355608,1.610295148,0.989331066,0.026913849,0.519276648,-0.315469558,-0.559258369,-0.398574572,0.578853836,-1.752317314,0.348776791,0.170201706,-0.781663411,-0.520261794,-0.86029391,-5.394122337,-5.326142887,-5.328476765,-6.72886236,-1.44866563
1564,0.320563067,-0.219253506,0.933185845,0.720176026,-0.141799144,1.036922701,-0.97542358,-0.051267037,-0.331440937,-0.171965648,-0.647702705,-1.030470571,-0.532523117,-0.44109281,-1.089366548,0.069969813,1.095960637,-0.211196168,1.285457433,0.745298172,-0.568414049,-1.688930967,-0.809346291,-3.968439433,-3.110499253,-3.206443351,-4.773034556,-1.722318131
1567,0.298305767,-3.175452792,-2.645816774,-2.058569958,-3.4892407,-2.425881887,-3.43821162,-2.557329709,1.542443951,1.304269445,1.278040829,1.569854415,1.543329477,0.943233587,0.190573745,-2.328262506,-1.750028655,-0.252496107,2.351876468,-1.83263332,-1.496903361,1.109025759,-1.226817799,-4.692355699,-4.333969814,-3.706097719,-5.795063997,-2.118741067
1578,0.298305767,-1.068807636,-1.629621413,-2.794522554,-1.722476711,-2.219737421,-0.608170176,-0.575809287,-0.408937114,-2.492488831,-3.654980665,-2.043679861,-3.019940854,0.007514974,-1.785454882,-2.016514887,-2.324994352,-1.970122405,0.676617345,-3.574900661,-0.912711976,-0.268975583,0.555821224,-2.671988646,-2.086592824,-2.969395881,-2.94948599,-2.802532413
1583,0.98352302,2.124124086,3.512158664,1.811457959,2.320976701,2.849020375,0.138711231,0.571950263,-2.30133647,-2.2834403,-3.594610932,-3.76777592,-3.390097526,-2.449422734,-3.169733341,0.845165286,1.789437461,-2.344287858,-0.675554143,1.124375563,0.211335178,-3.452041677,0.004642662,-3.932847482,-3.192482521,-4.042937996,-4.825251183,-1.534743237
1593,0.453589613,0.305860967,2.249280316,2.278813462,0.728548596,2.60774529,-0.807731526,0.220645349,-2.844951214,-1.699165073,-2.308907748,-3.119545262,-2.225684423,-2.593397921,-2.701253371,0.710930853,2.011665568,-1.799947957,-0.40688576,2.543440777,-0.171890931,-3.248899559,-0.054316006,-3.837788795,-2.806669938,-2.63292904,-4.502787942,-1.072184724
1597,0.298305767,-3.267145066,-2.381432784,-1.37718294,-3.585473805,-1.801742699,-3.876619848,-3.144712105,-1.07496593,-0.045378725,-0.267183499,-0.426507909,-0.014561837,-0.89325056,-0.609039867,-2.674217931,-1.892306694,-2.551434441,-0.592936729,-1.124116209,-1.892138493,0.331737212,0.017141094,-3.265191778,-2.807529442,-1.772958638,-3.616726502,-0.926152585
1598,0.298305767,-3.043066217,-2.488498869,-2.092573547,-3.586524537,-2.54592604,-3.25405296,-2.30115064,0.982483212,0.679163857,0.33144603,0.601156043,0.50984019,0.852238678,0.229230101,-2.695964501,-2.031805147,-0.836760922,2.144032004,-2.337225996,-1.510236053,1.372072367,-0.490592459,-4.228001117,-3.785732513,-3.020214488,-4.766379488,-2.566224937
