id,weight,KV1,KV2,KV3,KV4,KV5,KV6,KV7,KV8,KV9,KV10,KV11,KV12,KV13,KV14,KV15,KV16,KV17,KV18,KV19,none
425,1,0.60440101,0.05713718,0.73480521,-0.37982378,-0.87225368,-0.3895365,-1.70379132,-1.10478952,-0.30761847,0.17511603,-0.99259973,0.2194545,0.03888573,-1.34131415,0.2836497,1.33806391,1.32403407,0.946551,1.36962881,-2.44713388
429,1,1.24986815,-0.03893572,0.27724537,-0.82474917,-0.06978996,-1.39962263,-1.44682803,-0.31246856,1.51893843,-0.20293468,-1.0340501,-0.6256445,-0.19134116,0.92148649,-0.01297032,0.86640532,-0.21224164,0.60195783,0.93567488,0.36844764
431,1,-0.17364284,0.6775309,0.05037166,-1.53107295,-0.99126731,-0.96833267,-1.13183696,-1.08366823,1.47785755,-0.17097914,-0.07724318,-0.63362458,0.59802262,-0.36383482,0.7193534,1.93329178,1.09395944,-0.0632757,0.63839103,-16.60516098
433,1,1.06156133,0.09723593,1.06627236,-1.81604336,-1.49904504,-1.17730501,-1.28401325,-1.32956838,1.58406268,0.9727083,0.68956042,-0.27349752,0.22948264,0.40017363,-0.07787609,1.25306713,-0.23831576,-0.21541085,0.55695084,-0.64351515
437,1,-0.05716716,-0.37779012,-0.23716429,-1.32250213,-1.14492367,0.0770502,-0.7850606,-0.61126461,0.39665316,-0.4209884,-0.73650638,0.27809798,0.61416734,-0.14423599,-0.64757005,0.76515499,1.40266737,1.58749468,1.36388768,-16.73610854
438,1,0.57654232,0.66598483,1.44920993,-1.19542886,-1.32825379,-0.5064867,-1.20605646,-1.35616365,1.32832823,-0.43666413,-1.20486202,-0.82056042,0.78293578,0.1244153,-0.6380019,1.33343664,0.44470097,0.86566011,1.12126382,-0.13018755
445,1,0.66583077,-0.11930437,1.01696782,-1.94564624,-0.74210558,-1.40315101,-1.40966915,-1.0672842,1.3743884,0.16094605,0.34561088,-0.3958983,0.45526705,0.15409809,0.81399575,-0.41089155,0.85141401,0.28768066,1.36775092,-1.21481229
447,1,0.27263683,-0.53320119,0.23958865,-1.55065862,-1.36690217,-0.77864345,-1.2380836,-1.36746884,1.31692326,0.05405494,0.54919385,0.44229501,0.33617177,0.53641505,1.000903,0.46951155,0.65856868,0.54098671,0.41770857,-15.93939772
449,1,-0.18804599,0.64987727,0.22286304,-1.78688005,-0.21562419,-0.05576901,-0.7324179,0.14307488,0.09703468,-0.65820701,0.38254316,-0.88331103,0.05782466,-0.74588626,-0.02523052,0.93481089,0.17366894,1.19497822,1.43469622,2.3470055
450,1,0.42634258,-0.17261075,0.54718451,-0.19197488,-1.59505902,-0.65665477,-1.1180647,-1.38720887,1.70299534,0.47272078,-0.41253445,-0.94436202,0.05555294,-0.93656433,-0.99596193,1.39067952,1.51555318,1.28232132,1.01764555,-0.67908239
453,1,0.8199943,0.40714377,0.38021705,-2.08656618,-0.73121567,-0.38456956,-0.56809033,-0.27988427,1.13202829,0.54999318,-0.15395349,-1.11211708,-0.54936972,-1.08492593,-0.65010727,1.4077589,1.46229869,0.16938302,1.2719823,-3.27830153
455,1,0.72422388,0.16914806,0.18122414,-1.74830795,-1.42521841,-1.30763396,-1.39737893,-1.41343483,1.53115699,0.67654704,0.39559968,0.15410158,-0.09297189,0.86253214,0.10773076,0.82881882,-0.20469629,0.56148514,1.39707403,-0.63031514
460,1,1.16707169,0.06782093,0.74156301,-1.70246915,-0.7657314,-0.45294802,-1.30401893,-0.74512255,1.29950133,-0.84797462,-1.21681269,-1.37674179,0.6026227,-0.09155421,0.45964882,0.56556777,1.50045134,1.20879976,0.89032601,-0.38632582
462,1,-0.05566917,-0.92923117,0.91057646,-1.16364757,0.04895071,-1.26227595,-0.05140681,0.05730972,0.87899278,0.01532158,-0.83622329,-1.20027603,-0.14708365,-0.60618521,-0.17750597,1.47978832,1.72820162,0.62393138,0.68643225,-10.4200017
467,1,0.74693534,-0.1708909,-0.19523868,-1.74195333,-0.98081628,-1.22935361,-1.50144538,-1.11105415,0.94497357,-0.12913041,0.34033666,0.1932656,0.32339258,-0.08045997,-0.0366179,0.98530015,0.76065912,1.34927233,1.53282526,15.10935961
470,1,-0.48102062,0.54955699,-0.30070618,-2.02207665,-0.07033293,-0.14013517,-0.23277031,0.3763876,0.19754098,0.71949134,-0.28336915,-0.63836969,-0.35443357,-0.22615538,-0.21841701,1.53219222,0.84292009,0.71184102,0.03785642,-2.34059847
472,1,-0.22412304,0.30550873,-0.10394679,-1.69604539,0.2587792,-0.46627988,-0.440466,-0.45342943,-0.00005506,-0.35060792,-1.17030098,-1.17981621,-0.28642672,0.73129684,-0.70634708,1.57731637,1.31804257,1.36355207,1.52334872,-0.14249228
476,1,0.74237422,0.10179155,0.47786739,-0.77304559,-1.30433926,-1.52526242,-0.84435561,-0.85311718,1.09050107,0.35250681,-0.14289484,-1.01284843,0.25795632,0.14777823,-0.43817111,0.69098714,1.49007789,0.25787825,1.28431557,0.6329736
479,1,0.23029079,-0.43995304,0.00363195,-0.83616354,-1.35738205,-0.36705056,0.07064387,-0.16376172,-0.17129322,-0.62451207,-0.50192685,0.32905816,0.07430801,0.40700129,-0.59997657,1.22994044,1.58268763,1.22324211,-0.08878463,-14.84377119
480,1,0.92375792,-0.38611634,-0.55297309,0.06714575,-0.85232505,-0.45331429,-0.31589894,-1.0969542,1.52305288,0.86876178,0.8093997,-0.44887279,-0.93702709,-0.04344806,-0.31609865,0.74016924,-0.21954945,0.71401991,-0.02372923,0.85150888
482,1,0.6272044,0.24820043,0.49346352,-1.31023375,-1.85330464,-1.58224414,-0.99925211,-1.70249625,1.26003811,1.08977787,0.40360083,0.20272995,-0.10331761,-0.00341543,0.07989751,0.96792208,1.64263891,0.18025007,0.35854025,-0.91872703
487,1,-0.06776047,-0.37521927,0.14660237,-0.23092308,0.49131196,-0.35524989,0.28761617,0.5578144,1.15279854,-0.96135751,-1.27148911,0.05795412,-0.27669558,0.25233176,-0.70379394,1.56819703,-0.12175858,-0.05957814,-0.09080078,-1.12315141
488,1,0.09508468,-0.686573,-0.14236187,-1.27270259,-0.30961741,0.37187016,-0.11185568,0.22176776,1.16335485,-0.47450129,-1.21736528,-0.52062786,-0.05345543,-0.70623855,-0.73092313,1.27532812,1.05721427,1.15522752,0.88637473,-1.87029914
490,1,-0.14463403,0.55891116,1.24324416,-1.28499939,-0.8607806,-0.49049652,-0.79145984,-1.46125966,1.59001892,-0.0496817,-1.16476365,-0.42072747,-0.83472495,0.66923502,-0.52219611,1.13852505,0.84296036,0.6417862,1.34104305,-0.93731405
494,1,-0.00750213,-0.51769187,0.85020033,-0.01720873,-1.62694787,-1.10010798,-0.73549924,-0.61525048,1.65076796,0.91058026,-0.79331801,0.00143678,-0.13378916,0.08643194,-0.46506098,1.26505872,1.08473994,-0.56890334,0.73206386,-1.51785987
497,1,0.44565911,-0.59502589,0.69615974,-1.60743477,-0.46209586,-0.27757277,-0.29991207,0.26182504,0.54860138,-0.45609079,-0.94831383,-1.26676517,-0.26860736,-0.7272602,-0.30799122,1.254917,1.35066793,0.92521299,1.73402674,2.44462307
499,1,1.01082217,-0.33354376,1.12967458,-1.85037295,-0.52594799,0.25472936,-0.39074049,-0.74408066,-0.19031498,-0.08760675,-0.57792755,-1.35508161,-0.21920663,-0.6072292,-0.36819464,0.80874498,1.86534127,1.13721986,1.04371499,-1.21385623
507,1,1.16376265,0.20017741,1.08537583,-1.40052441,-1.67321869,-1.46107508,-1.34335562,-1.40593377,1.20204674,0.4985211,0.08499724,-0.76302959,-0.03562783,0.34048434,0.24056457,-0.3278578,0.74647892,1.10295438,1.74525961,-0.65994104
512,1,0.8717518,0.08811857,0.5175517,-2.10641368,-1.14340682,-0.22158573,-1.17912428,-0.83505186,-0.53272877,0.41068315,-0.10184526,-0.97630521,-0.13131222,-0.34279474,0.21997512,1.2312279,1.54703877,1.16017049,1.52405107,-2.49714289
518,1,0.72078456,0.86733685,0.39081388,-1.61481744,-0.3805028,-0.58427442,-0.62769553,-0.64559955,-0.90252742,-0.2844894,0.53355451,-0.19682535,-0.02146216,-0.30252122,0.3776364,1.46517023,0.61719626,0.77438976,-0.18616716,-2.33911511
522,1,0.8472418,0.56152509,0.66818516,-1.91168018,0.23646649,-0.37423234,-1.1613734,-0.63891799,0.86523834,0.78173988,-0.98392621,-1.17845478,0.46727118,-0.91415626,-0.78244455,1.23636379,1.43514082,-0.46266689,1.30868005,-0.64924312
526,1,1.6341116,0.28441144,1.47119231,-1.64433345,-1.35109776,-1.05401269,-1.20916074,-1.02150123,1.06204399,0.51764272,-0.74926769,-0.41458316,-0.54829899,0.33653612,-0.03551839,-0.00234757,1.38235673,-0.0403589,1.38218566,0.94515663
531,1,0.48755256,0.61175301,-0.21311022,-1.39200515,-0.54219345,-0.36583161,-0.69004851,0.28948651,1.52004968,-0.39414616,-1.43074512,-1.94679839,0.30434815,-0.66171236,0.47214802,1.09545119,1.65257468,0.53570831,0.66751886,-1.96602012
532,1,0.73118595,-0.39355808,0.16946003,-1.84118428,-1.53290096,-1.54927717,-1.55164291,-1.48563261,1.34112902,0.76661101,0.49319566,-0.22382401,0.46170965,0.39730571,0.27389932,0.66548397,0.76139647,1.11045838,1.40618485,-1.25910285
534,1,0.05167584,-0.24167493,0.31780688,0.617746,-1.69209358,-1.20776459,-1.29089265,-0.66202546,1.48257385,-0.16315028,0.63046339,-0.93761163,-0.54239663,-0.6847015,-0.63794178,1.44965677,1.37999376,0.68505859,1.44527795,0.380941
536,1,0.92643054,-0.05913899,1.31189415,-1.78444153,-1.2146437,-0.63284179,-0.85438831,-0.615117,1.063048,-0.27421006,0.71643824,-1.16923793,0.15495277,0.38720431,-0.1113512,-0.31537466,0.15920983,1.54939085,0.76217648,1.92750722
540,1,0.62969904,-0.019362,-0.39276727,-1.75915181,0.34059426,0.11699631,-0.39357662,0.80040034,0.01743625,-0.70601183,-0.92748999,-0.69902947,-0.78276979,-0.4936751,-0.27516962,1.25477014,1.67169816,0.99266592,0.62474308,-0.62462345
544,1,0.08299836,0.37910713,0.11352275,-2.06326884,-0.12576876,-0.49277321,-0.37553711,0.32618753,-0.65872848,-0.92080303,0.57736591,-1.27886815,-0.2216376,0.14262669,-0.25460093,1.66633181,1.2529761,0.88573515,0.96513468,-1.51531411
547,1,0.62996436,0.2933064,1.00904697,-1.92261106,-1.33172156,-1.08189822,-1.28825028,-0.16992356,1.70977656,-0.53457291,-1.0351261,-0.39914235,0.77827574,0.7968269,0.17007674,0.7167778,-0.30592967,1.05053818,0.91458606,-0.37073233
550,1,-0.21256551,-0.4231741,-0.36091487,0.22958417,-1.00794882,-1.34335231,-0.41254094,-0.6086068,0.98918196,1.22028872,-0.97252515,0.08640842,0.07903872,0.43850673,-0.41807487,0.90939147,1.46048486,-0.57688774,0.92370606,-0.62433384
554,1,0.40614908,-0.89213039,0.3788042,-1.48873207,-0.2252258,-1.12976792,-0.65899961,-0.7855943,1.34161391,-0.33803561,0.80988922,-0.21664424,-0.19872347,0.37663278,-0.70509174,1.28986057,0.98212607,0.5026361,0.55123322,-10.12428232
555,1,-0.35909455,-0.94512799,-0.76341093,-0.85665056,-0.44682722,-0.02746407,0.41343939,0.26731293,0.14198511,0.8162583,0.50052627,0.47839756,-0.98474197,0.75800775,-1.02350158,0.46833166,0.68923552,0.93079919,-0.05747481,-0.84782846
557,1,0.10451796,0.09577645,0.16741995,-1.51100197,0.49781257,-0.4470669,-0.71187042,0.02350172,0.42057225,-0.95335178,0.72385728,-0.96888442,0.66533586,-0.65682731,0.45311727,0.92764334,0.85275172,0.84449026,-0.52779383,-1.84250002
560,1,1.11093991,0.49162568,0.59645954,-1.89189385,-0.52136299,-0.69303913,-0.47496134,-0.54596828,1.27664444,0.81559624,0.30342535,0.36094612,-0.85959493,-0.97954253,-1.12127344,1.42008065,0.4362657,0.06200405,0.21364881,-0.89577147
564,1,0.66697635,-0.17038682,0.46590177,-1.73226983,0.42212639,0.12252528,-0.12490909,0.29240703,-0.36708018,-0.48531402,0.5101772,0.63180899,0.01695381,-1.0572639,0.1965537,-0.36935485,-0.16366469,1.17415745,-0.02934459,-0.5735066
569,1,-0.05048558,-0.46934713,0.08673053,-1.50924673,-1.37513382,-0.91292101,-1.29965891,-1.39946791,1.54983338,1.05247696,0.76622047,0.33550948,0.53547241,-0.08923855,0.84496505,1.07092208,-0.03440625,0.41822924,0.47954629,0.92498479
571,1,0.60913447,-1.08317406,0.35244551,-1.69606165,-0.44993963,0.11953109,0.82716477,0.4394432,1.0586289,-0.39649401,-0.06468752,0.02020883,0.03393487,-1.11509422,-0.2432015,0.78499307,1.59676154,-0.44320794,-0.35038572,-0.60754525
572,1,0.65857068,1.08212146,1.21041439,-1.50785022,-1.34163153,-0.9100213,-1.31036541,-1.47113024,1.9512466,-0.47544185,-0.49411035,-0.21480024,0.11865697,0.08918234,0.16248908,0.75907102,1.39675692,0.56004257,-0.26320089,-0.39641234
576,1,0.80458001,0.42692211,0.77015799,-1.36660864,-0.98420247,-0.46917091,-1.40053562,-0.49507674,-0.42855067,1.00800767,-1.22339448,-1.08039413,0.0626151,-0.66127173,-0.23730111,0.78199315,1.47204733,1.42901704,1.5911661,0.3827783
578,1,0.59641526,-0.18590485,1.06204979,-1.80121429,-0.29993874,-1.4885974,-0.02865263,-0.56261394,0.68545109,-0.02117681,0.59579235,-0.8402664,-0.05697052,-0.34001797,-0.56543254,0.73048278,1.53408414,0.62932704,0.35718364,-0.87528368
592,1,0.36423184,0.64168188,-0.65150675,-1.18417819,-0.37946163,0.39255912,-1.39652614,-0.28568847,0.80395724,-0.3662896,-0.42517385,0.20457821,0.60795357,-0.45332416,-0.59338886,1.36448652,1.51579689,-0.16034288,0.00063526,-15.75105796
599,1,-0.03517152,0.2897053,0.61274494,-1.83894715,-0.68862488,-0.94617558,-1.62017528,-0.05769619,0.14328719,-0.77497679,0.62224458,0.37137721,-0.10116663,-0.21115779,0.25719973,0.97382806,1.30628142,0.25548078,1.4419426,-1.17811616
600,1,-0.03603702,-0.07198716,0.67527182,-1.28921038,-1.58710886,-0.48339401,-0.52264469,-0.95326922,1.53033341,0.53968097,-1.21413573,-0.96747038,-0.82532798,-0.80535984,0.81406611,1.478706,1.07537707,1.23912352,1.40338637,0.12079902
601,1,0.36251506,-0.01197459,0.86686455,0.00344392,-0.95068645,-0.79300447,-1.31335739,-0.79449986,1.56761174,1.02682676,-1.11500712,-0.67655461,0.33770372,0.41505318,-0.58839227,1.22872044,0.10334222,-0.13527912,0.46667429,1.8876943
607,1,0.39764559,-0.47211707,0.35009792,-0.83938729,-1.11207236,-0.01030694,-0.44899373,-0.20003258,0.5356172,-0.512412,-0.39390553,-1.80272158,-0.03661351,0.67831978,-0.2347006,1.12477507,1.49980106,0.40706771,1.06993886,-3.1711544
614,1,0.26664032,0.82355783,0.42534875,-2.01990756,-0.1181817,0.24223967,-0.04841479,-0.26619714,1.1862491,0.42619845,-0.56441841,-0.70362112,0.53826438,-1.15349897,0.64324905,0.03799632,-0.02944314,0.37403649,-0.06009753,-1.84165986
616,1,1.32014349,-0.22020407,0.33871083,-1.70980558,-1.56725777,-1.50819967,-1.44414328,-1.39730406,1.08044633,0.40301798,0.40863328,-0.37922271,-0.34642435,0.03093317,0.50694353,0.45446021,1.63929399,1.12507925,1.26489943,-1.27283848
619,1,1.25431734,0.28381286,1.16556719,-1.07652892,-0.60405347,-0.43804719,-0.05853247,-0.43788187,0.72179494,-0.4549587,0.37167199,-0.57230267,0.07626098,-0.28839129,0.60931434,-0.26956359,0.36031509,-0.36222309,-0.28057147,-0.5920703
620,1,0.51780348,-0.53253433,0.40843465,-1.9853816,-0.64165836,-1.51334087,-0.33645881,-0.37638572,0.37907594,1.00718108,-0.66346974,-0.56910089,-0.26648542,0.59381397,-0.56834357,0.98318292,1.08677713,1.06105407,1.41583607,-1.93843638
629,1,0.08473634,-0.08044199,0.28924131,-0.75857511,-0.27002064,-0.56066959,-0.10134185,-0.7039253,0.14415033,0.44951329,0.67803129,0.31425234,0.73877995,0.35545522,0.48354241,-0.55078611,-0.15100198,0.13093756,-0.49187747,-2.9801282
633,1,1.02126632,-0.64525381,1.16648199,-1.85736829,-1.41305529,-1.38358819,-1.49946501,-0.40138356,1.61021815,0.09029874,0.67532908,-0.33181336,0.76378157,0.17023505,0.1058157,1.2614932,0.44670118,-0.33295573,0.55326226,-0.92622906
634,1,1.33742755,0.42026474,1.01861477,-1.83661034,0.18485373,-0.19959181,-1.19577985,-0.00425195,1.06060893,0.3970194,-1.01256616,-1.11099512,0.02720806,-0.14322422,0.2846469,-0.70803393,-0.15997156,0.68493166,0.9554492,0.90214583
640,1,1.11328061,0.6459716,0.28163824,-0.7051859,-1.53920382,-1.00003525,-0.37545,-1.68585279,-0.65013874,-0.14482435,-0.59527718,-0.63257066,0.80582741,-0.29360132,0.65018766,1.26061822,0.55829762,1.12163671,1.18468194,-1.94071117
643,1,0.19460485,-0.64946918,-0.36972912,-1.08960835,0.22334302,-0.22540708,0.21045734,0.34395074,1.62363196,0.24273017,-1.17248195,-0.33792602,-0.05754988,-0.0604607,-0.598124,0.67210592,0.09771791,0.00322302,0.94899135,-0.59395978
644,1,0.5284575,-0.70269773,0.36961897,0.06937809,-0.97401792,-0.51835503,-1.15534299,-1.2314419,1.22744441,0.37591203,-1.04144166,-1.20071928,-0.30133814,0.38602616,-0.16449773,1.77352354,0.6171886,1.3107968,0.63150628,-16.53523067
646,1,0.93228564,-0.83270437,0.52977474,-0.87877255,-0.38999103,0.41907193,0.47796048,-0.50091593,0.78109745,-0.33764692,-0.18248566,-0.77580463,-0.5030667,-0.09298414,0.33715009,0.05753544,0.95448356,0.00899276,-0.00398016,-0.34441176
649,1,-0.22798256,0.26572325,-0.09261769,-1.23085618,0.27333365,0.1486165,-0.24027699,-0.32855782,0.21472859,-0.70399767,0.10188149,0.0380936,-0.37816358,0.15098055,-0.46511755,0.93603626,1.40990179,-0.26275381,0.39102817,-16.11655648
654,1,0.56140292,-0.3314058,0.3734897,0.14325189,0.46773353,0.3132841,-1.17729545,0.54745858,-0.27730527,-0.09200265,-0.99922495,-0.88755384,0.10355169,-0.57247008,-0.26719813,0.62057496,1.09313765,-0.66185006,1.04242121,0.85054599
658,1,-0.5722481,-0.16581551,0.33989735,-1.74437096,-0.61773273,0.20146869,-0.08985338,0.39950025,-0.40810827,-0.29414838,-0.25176465,-1.71009204,0.33830877,-0.48114314,0.17755812,1.44151096,0.91490133,0.90102953,1.62110216,-1.1816296
660,1,1.17763485,-0.69042267,0.21219727,-1.7027074,-0.83903622,-0.55878627,-1.26701289,-0.48624168,-0.48957596,0.98575423,0.98487827,-1.12090834,0.91752249,0.14720656,0.26152244,0.25003573,0.82558492,1.40068007,-0.0083254,0.91279503
661,1,0.61361931,0.16212453,0.68072455,-1.88441556,-0.46974804,-0.23126077,-0.37898814,-0.25076626,0.9744819,0.08302536,-1.40959335,-1.30408858,-0.13890899,-1.32803474,-0.52451056,1.3177504,1.46942538,1.28487358,1.33428998,-1.58886127
668,1,0.53626445,-0.198231,1.30295307,-1.30605026,-1.6590204,-1.33362206,-1.45106469,-1.35172991,0.68170263,0.22538758,0.42660379,-0.09926699,0.68942095,0.42297385,0.70092083,0.49778423,0.58614324,-0.22593245,1.55476314,-0.35665209
669,1,0.35848147,0.55842618,0.93868145,-0.83338332,-1.49556388,-1.20208198,-0.99864814,-1.49085654,1.10337755,1.39605288,-0.68268273,-0.66752041,-0.25381252,-0.05020259,-0.49323691,1.08354984,0.89731005,0.60609215,1.22601745,-0.93202899
673,1,0.48273278,0.06659686,0.60018076,-0.47381113,0.05425468,-0.63448433,-0.80094522,0.16263967,0.16963598,0.94635712,-0.13776994,-0.99613909,-0.71040411,-0.54664755,-0.24130917,0.75700777,-0.22354089,0.59544497,0.93020084,-17.15381028
676,1,0.73093622,0.17636682,0.72850266,-0.3988963,-1.53476726,-0.91055517,-1.62962316,-1.21147301,0.39778592,0.94373293,-1.02136523,-1.08825107,-0.31490859,0.15895642,-0.66646929,1.19760258,1.56214537,1.35400466,1.5262755,-0.13321104
679,1,0.85599824,-0.12213074,1.22501194,-0.96312125,-1.60408378,-0.69739882,-1.4067724,-1.51143408,1.15541348,0.41044171,0.0740984,0.5584087,-0.13852333,0.13033801,0.81824805,0.51019818,0.03404944,-0.28710299,0.95836124,-0.35281265
680,1,0.44390335,0.86999989,0.63407194,-2.17908876,-0.53809433,0.24337562,-1.03957542,-0.02588273,0.77095644,-0.03091078,-0.50054653,-0.32109764,0.30390847,-0.68442061,0.28250974,-0.30327792,0.96373224,-0.33006598,1.44050301,-2.39955587
681,1,0.44068921,0.11573098,0.23552697,-1.62473008,-0.90677747,-0.89043825,-0.24691293,-0.28808307,-0.91453472,0.22961882,-0.63012748,-0.78051304,-0.00351663,-0.46346651,0.95734666,1.42459627,0.78429204,1.02348438,1.53781485,-1.51733922
682,1,0.87896077,-0.20912304,0.60946281,-0.81737064,-1.72658872,-1.5713752,-1.15339788,-1.59870056,1.46710142,0.59184682,0.39141617,0.19772122,-0.1515697,-0.44215748,0.91334925,0.49993001,1.08263622,0.01157348,1.02628505,-1.56990131
683,1,-0.38268894,-0.09052321,-0.58314344,0.21694966,-1.40084585,-1.19454932,-0.96148327,-1.80012674,0.58015125,0.35761377,0.73163726,-0.42668517,0.72713296,0.53274846,0.2267881,0.4224382,1.39222602,1.00620541,0.64615485,-0.60709315
684,1,-0.25527612,-0.24268552,-0.39574849,0.35320123,-0.94664475,-0.54695569,-0.14259043,-0.35452236,-0.51806243,-0.84632722,0.22848743,0.29050928,0.1799178,-0.44182856,-0.16873942,0.65957748,1.24818853,0.97924209,0.92025715,0.1073175
686,1,0.23610309,-0.91097483,0.14137678,-0.27765631,-0.76042325,-1.14187379,-0.57869677,-1.41543105,1.5539208,0.3042762,0.08123022,-0.96704323,-0.88480668,0.56612114,-1.041456,0.94896096,1.76495801,0.81256571,1.568849,0.3694591
690,1,0.71015094,0.08620802,0.63092321,-1.78616538,-0.18474502,-0.87882537,-0.54268706,-0.50290379,-0.07834047,0.77646563,-1.21401325,-0.40621558,-0.43954747,-0.37656938,-1.10171712,1.38261539,1.51358088,0.94788397,1.46390185,-0.92460833
693,1,0.85461636,0.46021863,0.13421156,-0.24867928,-1.39469697,-1.09529942,-1.44333733,-1.12803184,1.51992837,0.66562037,0.28154341,-0.77805898,-0.057744,-0.97224447,-0.10375578,1.14859685,1.23117449,0.5171503,0.40878773,-15.55556298
694,1,0.61482255,0.32642563,-0.04433703,-1.72725544,-1.48973797,-0.56395298,-1.14254682,-0.53077998,0.83921818,-0.21664457,0.78801593,-0.67716481,0.40428764,0.91948296,0.34669462,0.58499848,0.46935786,0.67841355,0.4207022,15.51846438
695,1,0.87183021,0.23988127,0.59468356,0.51614007,-1.37475462,-1.27648348,-0.05630958,-1.39398226,0.40279526,0.10861964,-1.17637722,-1.09379197,0.26557725,-0.95654796,-0.63939089,1.17047703,1.75296375,0.55009411,1.49457583,-0.38758902
697,1,0.88214762,-0.75239652,0.65371392,-1.69719717,-1.53566068,-0.88169846,-1.16415757,-1.15216375,1.31141883,0.7799477,-1.18368558,0.09376379,0.8764993,-0.25469376,-0.01269053,1.31438513,1.17181963,0.48807786,1.06257024,-0.65695524
703,1,-0.43368967,0.28502222,0.21881599,-2.01583557,-0.7941994,-0.77589401,-1.32573576,-1.02310183,1.46724461,0.53675005,-0.41907807,-0.67867539,0.86381668,0.59439715,-0.00280083,1.31086962,0.97734835,0.78922669,0.42551917,-1.2072541
704,1,-0.14522348,0.29593882,0.71803461,-1.75912184,-1.35692401,-1.31319579,-0.90521796,-1.06655726,1.54817113,1.22692296,-0.45293327,-0.14808453,0.03433315,0.79219427,0.42542654,0.25005164,-0.17265311,1.01584247,1.01299566,0.65417919
708,1,-0.15355464,-0.41446902,0.0197484,0.32951551,-1.46624253,-1.33741504,-1.6474396,-1.73457111,1.36347381,0.50918641,0.517453,-0.48595809,-0.19053429,0.23423974,0.30955111,0.68255916,0.93700118,1.11748874,1.40996726,-1.56921063
719,1,-0.24844076,0.58008622,-0.13020085,-2.09642607,-0.07821425,-1.09901676,-1.1200461,-1.05778837,0.96547742,-0.46119659,0.41766301,-1.29651621,0.62273464,-0.04566338,-0.07560792,1.35069295,1.59389126,1.10148254,1.07708922,-1.58004356
723,1,0.66328016,0.41725771,0.81611874,-1.74686124,-1.7599039,-0.67915254,-1.01544788,-1.4682749,1.33132888,0.37918628,0.61721737,-0.40463506,0.17014033,1.08674497,-0.08357478,0.45113386,0.37745955,-0.557717,1.40569945,-0.91042061
726,1,0.82026206,-0.72455431,0.00839999,-1.79099321,-0.83238204,-1.33841019,-0.96026071,-1.40515573,1.50531644,0.15370491,0.46367181,-0.17811373,0.42803955,0.38058189,0.73289543,0.12689752,1.00091228,0.92190668,0.68728136,0.39978233
735,1,0.85366508,-0.19877523,0.9946139,0.61856681,-0.41648003,-0.65704879,-1.1846765,-1.01350609,0.66301139,0.24001469,-0.75103233,-0.84919073,0.44720602,-0.98223903,0.31939516,0.61042481,0.46483805,0.13777601,0.70343681,1.14593271
738,1,0.27722821,0.17268199,0.55684435,0.15502392,-0.09562147,-0.11762985,-0.45047754,-0.66455103,1.21870014,0.20445836,-0.89310847,-1.06344821,-0.37293546,-0.70105964,0.06080347,0.85694751,0.90655618,-0.45931018,0.40889772,-3.0498989
747,1,-0.47347504,-0.01914878,0.38212136,-1.19592412,-1.51422651,-1.14864705,-1.39476348,-1.51475793,1.30614913,0.93206429,0.01657435,0.18510713,0.27632875,0.33293653,0.28391371,0.32150418,1.55064673,1.23192437,0.44167238,-0.63311612
759,1,-0.20655842,-0.57234222,0.684493,-1.05606616,0.02520497,-0.31121643,0.51028489,0.34341987,0.46925877,0.92214321,-0.70059041,-0.87487344,0.41512899,0.29031422,-0.16852784,-0.14835647,-0.00590737,0.39500742,-0.01081658,-0.57101823
772,1,0.31697235,-0.01542577,0.35258865,-1.52747499,-0.8129565,-0.39194043,-0.10957762,-0.31315051,-0.06014353,0.44711936,-0.07141571,-0.20553174,0.83467615,-0.30629488,0.37151479,0.15906073,0.35475877,0.01961207,0.95760881,-0.81739295
776,1,0.49140007,0.28625194,0.93188782,-0.97392651,-1.72626297,-1.11765911,-1.68965622,-1.53265471,0.75556242,1.01696281,0.022044,-0.31606948,-0.58585895,0.03642738,0.45956431,0.6377231,1.4688803,1.4166596,0.4187242,-1.58717179
781,1,-0.09243395,-0.19345758,-0.12379569,-1.09512749,-0.69133605,-0.17918252,0.34616833,0.13763232,-0.08785259,0.16611922,-0.61887399,-0.43477869,0.74422145,-0.54127792,0.37431572,-0.1311224,1.5188731,0.66545302,0.23645571,-3.02340022
782,1,-0.19805423,-0.46953155,0.15279316,-1.98664581,0.66027266,-0.08507896,-0.56491255,0.71802108,0.53570067,0.38443691,-1.53059629,-0.77981622,0.22579808,-0.25606474,-0.04402839,0.38191057,1.46348143,0.96300133,0.42931285,-1.88672773
785,1,0.46559476,0.47087708,0.98329446,-0.47465198,-1.25691258,-1.443432,-0.87326871,-0.51710749,-0.31552731,-0.57676805,-1.18691,-1.02878575,-0.0291137,0.42478157,-0.37604499,1.47343043,1.53555145,1.39964015,1.32535266,-0.40512076
786,1,1.08609686,-0.15636762,0.5038062,-1.93376774,-1.73866866,-0.96237976,-0.25269499,-1.57790785,0.01472876,0.78669335,-0.06982288,-0.32493193,0.53026161,-0.1572452,0.02785332,0.69941749,1.17132105,1.4484963,0.90511169,-1.56426525
